interval_begin,interval_end,interval_flow,interval_harmonicMeanSpeed,interval_id,interval_length,interval_nVehContrib,interval_nVehEntered,interval_occupancy,interval_speed
3300.00,3360.00,720.00,9.47,d_rp4_exit_5,5.17,12,12,10.90,9.92
3300.00,3360.00,60.00,5.85,d_rp4_exit_6,5.00,1,1,1.42,5.85
3300.00,3360.00,600.00,8.49,d_rp4_exit_7,5.00,10,10,9.82,8.66
3360.00,3420.00,240.00,8.61,d_rp4_exit_1,5.00,4,4,3.87,8.79
3360.00,3420.00,60.00,6.61,d_rp4_exit_2,5.00,1,1,1.26,6.61
3360.00,3420.00,660.00,5.21,d_rp4_exit_3,5.00,11,12,19.34,8.42
3360.00,3420.00,120.00,4.24,d_rp4_exit_4,5.00,2,2,3.94,5.62
3360.00,3420.00,1140.00,9.24,d_rp4_exit_5,5.00,19,19,17.13,9.58
3360.00,3420.00,120.00,2.19,d_rp4_exit_6,5.00,2,2,7.61,4.43
3360.00,3420.00,300.00,1.47,d_rp4_exit_7,5.00,5,5,28.35,3.59
3420.00,3480.00,300.00,7.84,d_rp4_exit_1,5.00,5,5,5.32,7.90
3420.00,3480.00,60.00,10.39,d_rp4_exit_2,5.00,1,1,0.80,10.39
3420.00,3480.00,900.00,4.30,d_rp4_exit_3,5.00,15,17,29.65,7.34
3420.00,3480.00,120.00,1.14,d_rp4_exit_4,5.00,2,2,14.68,1.64
3420.00,3480.00,480.00,7.97,d_rp4_exit_5,5.00,8,8,8.37,8.32
3420.00,3480.00,120.00,8.43,d_rp4_exit_6,5.00,2,2,1.98,8.69
3420.00,3480.00,840.00,4.19,d_rp4_exit_7,5.00,14,14,27.85,6.76
3480.00,3540.00,180.00,7.62,d_rp4_exit_1,5.00,3,3,3.28,7.69
3480.00,3540.00,120.00,9.07,d_rp4_exit_2,5.00,2,2,1.84,9.36
3480.00,3540.00,840.00,3.63,d_rp4_exit_3,5.00,14,15,34.97,8.36
3480.00,3540.00,120.00,5.91,d_rp4_exit_4,5.00,2,2,2.82,6.33
3480.00,3540.00,600.00,8.63,d_rp4_exit_5,5.00,10,10,9.65,8.90
3480.00,3540.00,120.00,6.71,d_rp4_exit_6,5.00,2,2,2.48,6.72
3480.00,3540.00,1080.00,4.69,d_rp4_exit_7,5.00,18,18,31.97,6.90
3540.00,3600.00,300.00,7.88,d_rp4_exit_1,5.00,5,6,5.80,7.92
3540.00,3600.00,180.00,8.40,d_rp4_exit_2,5.00,3,3,2.98,8.60
3540.00,3600.00,660.00,4.05,d_rp4_exit_3,5.00,11,13,21.51,7.23
3540.00,3600.00,180.00,1.40,d_rp4_exit_4,5.00,3,3,17.80,2.98
3540.00,3600.00,720.00,8.49,d_rp4_exit_5,5.00,12,12,11.78,8.86
3540.00,3600.00,120.00,3.15,d_rp4_exit_6,5.00,2,2,5.29,5.09
3540.00,3600.00,600.00,2.08,d_rp4_exit_7,5.00,10,11,48.35,5.87
3600.00,3660.00,240.00,7.73,d_rp4_exit_1,5.00,4,3,3.80,7.80
3600.00,3660.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
3600.00,3660.00,540.00,9.22,d_rp4_exit_3,5.00,9,10,8.19,9.71
3600.00,3660.00,60.00,8.11,d_rp4_exit_4,5.00,1,1,1.03,8.11
3600.00,3660.00,540.00,6.94,d_rp4_exit_5,5.47,9,9,11.99,7.10
3600.00,3660.00,60.00,7.06,d_rp4_exit_6,5.00,1,1,1.18,7.06
3600.00,3660.00,900.00,4.07,d_rp4_exit_7,5.00,15,14,22.50,7.72
3660.00,3720.00,780.00,7.74,d_rp4_exit_1,5.00,13,13,14.00,7.90
3660.00,3720.00,120.00,7.86,d_rp4_exit_2,5.00,2,2,2.12,7.89
3660.00,3720.00,1140.00,9.76,d_rp4_exit_3,5.00,19,20,17.11,9.96
3660.00,3720.00,60.00,9.03,d_rp4_exit_4,5.00,1,1,0.92,9.03
3660.00,3720.00,420.00,7.87,d_rp4_exit_5,5.00,7,8,8.01,8.14
3660.00,3720.00,120.00,7.68,d_rp4_exit_6,5.00,2,2,2.17,7.84
3660.00,3720.00,1200.00,8.96,d_rp4_exit_7,5.00,20,20,18.60,9.19
3720.00,3780.00,240.00,8.33,d_rp4_exit_1,5.00,4,4,4.00,8.46
3720.00,3780.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
3720.00,3780.00,660.00,11.87,d_rp4_exit_3,5.00,11,13,8.59,12.23
3720.00,3780.00,120.00,3.75,d_rp4_exit_4,5.00,2,2,4.44,3.76
3720.00,3780.00,540.00,3.87,d_rp4_exit_5,5.00,9,9,53.20,8.09
3720.00,3780.00,120.00,8.71,d_rp4_exit_6,5.00,2,2,1.91,8.71
3720.00,3780.00,1320.00,9.10,d_rp4_exit_7,5.10,22,22,20.67,9.33
3780.00,3840.00,120.00,9.89,d_rp4_exit_1,5.00,2,2,1.69,9.97
3780.00,3840.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
3780.00,3840.00,0.00,-1.00,d_rp4_exit_3,-1.00,0,0,0.00,-1.00
3780.00,3840.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
3780.00,3840.00,0.00,-1.00,d_rp4_exit_5,-1.00,0,0,100.00,-1.00
3780.00,3840.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
3780.00,3840.00,960.00,5.30,d_rp4_exit_7,5.00,16,16,25.16,7.52
3840.00,3900.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
3840.00,3900.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
3840.00,3900.00,0.00,-1.00,d_rp4_exit_3,-1.00,0,0,0.00,-1.00
3840.00,3900.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
3840.00,3900.00,0.00,-1.00,d_rp4_exit_5,-1.00,0,0,100.00,-1.00
3840.00,3900.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
3840.00,3900.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
3900.00,3960.00,120.00,7.78,d_rp4_exit_1,5.00,2,2,2.14,7.88
3900.00,3960.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
3900.00,3960.00,180.00,8.15,d_rp4_exit_3,5.00,3,5,3.98,8.20
3900.00,3960.00,180.00,4.66,d_rp4_exit_4,5.00,3,3,5.36,5.52
3900.00,3960.00,600.00,0.28,d_rp4_exit_5,5.00,10,9,62.33,7.02
3900.00,3960.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
3900.00,3960.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
3960.00,4020.00,180.00,6.36,d_rp4_exit_1,5.00,3,3,3.93,6.71
3960.00,4020.00,60.00,5.57,d_rp4_exit_2,5.00,1,1,1.50,5.57
3960.00,4020.00,720.00,9.91,d_rp4_exit_3,5.00,12,15,11.98,10.15
3960.00,4020.00,300.00,5.71,d_rp4_exit_4,5.00,5,5,7.29,6.59
3960.00,4020.00,360.00,7.66,d_rp4_exit_5,5.35,6,6,7.06,7.82
3960.00,4020.00,120.00,6.76,d_rp4_exit_6,5.00,2,2,2.47,6.76
3960.00,4020.00,1020.00,7.38,d_rp4_exit_7,5.00,17,18,20.12,7.87
4020.00,4080.00,240.00,7.11,d_rp4_exit_1,5.00,4,4,4.69,7.18
4020.00,4080.00,60.00,8.58,d_rp4_exit_2,5.00,1,1,0.97,8.58
4020.00,4080.00,780.00,7.99,d_rp4_exit_3,5.00,13,15,14.55,8.59
4020.00,4080.00,120.00,10.18,d_rp4_exit_4,5.00,2,2,1.64,10.24
4020.00,4080.00,540.00,8.92,d_rp4_exit_5,5.00,9,9,8.41,9.48
4020.00,4080.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4020.00,4080.00,1080.00,7.99,d_rp4_exit_7,5.00,18,18,18.68,8.23
4080.00,4140.00,1020.00,8.60,d_rp4_exit_1,5.00,17,17,16.47,8.79
4080.00,4140.00,60.00,8.43,d_rp4_exit_2,5.00,1,1,0.99,8.43
4080.00,4140.00,720.00,10.46,d_rp4_exit_3,5.00,12,13,9.59,10.85
4080.00,4140.00,120.00,5.80,d_rp4_exit_4,5.00,2,2,2.87,6.65
4080.00,4140.00,420.00,7.73,d_rp4_exit_5,5.00,7,8,32.60,7.84
4080.00,4140.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4080.00,4140.00,1080.00,8.57,d_rp4_exit_7,5.00,18,17,16.69,8.74
4140.00,4200.00,720.00,8.58,d_rp4_exit_1,5.00,12,13,12.65,8.70
4140.00,4200.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4140.00,4200.00,780.00,11.41,d_rp4_exit_3,5.00,13,14,9.62,11.58
4140.00,4200.00,180.00,5.65,d_rp4_exit_4,5.00,3,3,4.43,6.68
4140.00,4200.00,0.00,-1.00,d_rp4_exit_5,-1.00,0,0,100.00,-1.00
4140.00,4200.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4140.00,4200.00,600.00,8.12,d_rp4_exit_7,5.00,10,10,10.27,8.24
4200.00,4260.00,240.00,7.27,d_rp4_exit_1,5.00,4,3,3.60,7.30
4200.00,4260.00,60.00,3.93,d_rp4_exit_2,5.00,1,1,2.12,3.93
4200.00,4260.00,780.00,9.39,d_rp4_exit_3,5.00,13,18,13.48,9.57
4200.00,4260.00,540.00,5.60,d_rp4_exit_4,5.00,9,9,13.40,6.90
4200.00,4260.00,1020.00,0.91,d_rp4_exit_5,5.00,17,16,29.98,8.87
4200.00,4260.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4200.00,4260.00,240.00,7.60,d_rp4_exit_7,5.00,4,4,4.39,8.12
4260.00,4320.00,240.00,6.79,d_rp4_exit_1,5.00,4,4,4.91,8.06
4260.00,4320.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4260.00,4320.00,600.00,9.47,d_rp4_exit_3,5.00,10,10,8.80,9.71
4260.00,4320.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4260.00,4320.00,180.00,10.65,d_rp4_exit_5,5.00,3,3,2.35,10.73
4260.00,4320.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4260.00,4320.00,60.00,8.62,d_rp4_exit_7,5.00,1,1,0.97,8.62
4320.00,4380.00,240.00,8.83,d_rp4_exit_1,5.00,4,4,3.78,8.86
4320.00,4380.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4320.00,4380.00,360.00,11.75,d_rp4_exit_3,5.00,6,7,5.05,11.77
4320.00,4380.00,60.00,4.23,d_rp4_exit_4,5.00,1,1,1.97,4.23
4320.00,4380.00,60.00,12.99,d_rp4_exit_5,5.00,1,1,0.64,12.99
4320.00,4380.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4320.00,4380.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4380.00,4440.00,120.00,9.75,d_rp4_exit_1,5.00,2,2,1.71,9.85
4380.00,4440.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4380.00,4440.00,180.00,12.75,d_rp4_exit_3,5.00,3,4,1.96,12.77
4380.00,4440.00,60.00,10.71,d_rp4_exit_4,5.00,1,1,0.78,10.71
4380.00,4440.00,300.00,10.14,d_rp4_exit_5,5.00,5,5,4.11,10.21
4380.00,4440.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4380.00,4440.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4440.00,4500.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4440.00,4500.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4440.00,4500.00,120.00,12.44,d_rp4_exit_3,5.00,2,2,1.34,12.73
4440.00,4500.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4440.00,4500.00,180.00,11.27,d_rp4_exit_5,5.00,3,3,2.22,11.28
4440.00,4500.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4440.00,4500.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4500.00,4560.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4500.00,4560.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4500.00,4560.00,60.00,12.78,d_rp4_exit_3,5.00,1,1,0.65,12.78
4500.00,4560.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4500.00,4560.00,180.00,9.87,d_rp4_exit_5,5.00,3,3,2.53,10.02
4500.00,4560.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4500.00,4560.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4560.00,4620.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4560.00,4620.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4560.00,4620.00,60.00,15.72,d_rp4_exit_3,5.00,1,1,0.53,15.72
4560.00,4620.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4560.00,4620.00,240.00,10.17,d_rp4_exit_5,5.00,4,4,3.28,10.46
4560.00,4620.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4560.00,4620.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4620.00,4680.00,180.00,12.00,d_rp4_exit_3,5.00,3,3,2.08,12.02
4620.00,4680.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4620.00,4680.00,300.00,11.30,d_rp4_exit_5,5.00,5,5,3.69,11.32
4620.00,4680.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4680.00,4740.00,180.00,12.04,d_rp4_exit_3,5.00,3,3,2.08,12.07
4680.00,4740.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4680.00,4740.00,60.00,11.62,d_rp4_exit_5,5.00,1,1,0.72,11.62
4680.00,4740.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4740.00,4800.00,60.00,13.81,d_rp4_exit_3,5.00,1,1,0.60,13.81
4740.00,4800.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4740.00,4800.00,120.00,11.83,d_rp4_exit_5,5.00,2,2,1.41,11.88
4740.00,4800.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4800.00,4860.00,180.00,12.10,d_rp4_exit_3,5.00,3,3,2.07,12.15
4800.00,4860.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4800.00,4860.00,180.00,10.62,d_rp4_exit_5,5.00,3,3,2.36,10.64
4800.00,4860.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4860.00,4920.00,120.00,12.73,d_rp4_exit_3,5.00,2,2,1.31,12.79
4860.00,4920.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4860.00,4920.00,240.00,10.01,d_rp4_exit_5,5.00,4,4,3.33,10.35
4860.00,4920.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4920.00,4980.00,60.00,12.92,d_rp4_exit_3,5.00,1,1,0.65,12.92
4920.00,4980.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4920.00,4980.00,120.00,10.04,d_rp4_exit_5,5.00,2,2,1.66,10.04
4920.00,4980.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
4980.00,5040.00,240.00,11.35,d_rp4_exit_3,5.00,4,4,2.94,11.39
4980.00,5040.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
4980.00,5040.00,120.00,12.00,d_rp4_exit_5,5.00,2,2,1.39,12.07
4980.00,5040.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
5040.00,5100.00,120.00,10.54,d_rp4_exit_3,5.00,2,2,1.58,10.54
5040.00,5100.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
5040.00,5100.00,60.00,12.14,d_rp4_exit_5,5.00,1,1,0.69,12.14
5040.00,5100.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
5100.00,5160.00,180.00,12.83,d_rp4_exit_3,5.00,3,3,1.95,12.84
5100.00,5160.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
5100.00,5160.00,240.00,10.56,d_rp4_exit_5,5.00,4,5,3.80,10.62
5100.00,5160.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
5160.00,5220.00,180.00,11.83,d_rp4_exit_3,5.00,3,3,2.11,11.93
5160.00,5220.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
5160.00,5220.00,120.00,11.07,d_rp4_exit_5,5.00,2,2,1.56,11.07
5160.00,5220.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
5220.00,5280.00,120.00,12.61,d_rp4_exit_3,5.00,2,2,1.32,12.61
5220.00,5280.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
5220.00,5280.00,180.00,10.28,d_rp4_exit_5,5.00,3,2,1.74,10.40
5220.00,5280.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
5280.00,5340.00,60.00,11.18,d_rp4_exit_3,5.00,1,1,0.75,11.18
5280.00,5340.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
5280.00,5340.00,60.00,8.96,d_rp4_exit_5,5.00,1,1,0.93,8.96
5280.00,5340.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_exit_3,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_exit_5,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_exit_1,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_exit_2,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_exit_3,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_exit_4,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_exit_5,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_exit_6,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp4_exit_7,-1.00,0,0,0.00,-1.00
