interval_begin,interval_end,interval_flow,interval_harmonicMeanSpeed,interval_id,interval_length,interval_nVehContrib,interval_nVehEntered,interval_occupancy,interval_speed
3240.00,3300.00,1140.00,7.47,d_rp1_entry_2,5.00,19,19,21.20,7.57
3240.00,3300.00,60.00,16.55,d_rp1_entry_3,5.00,1,1,0.50,16.55
3240.00,3300.00,180.00,7.64,d_rp1_entry_4,5.00,3,4,10.36,7.78
3240.00,3300.00,300.00,1.11,d_rp1_entry_5,5.42,5,5,37.96,4.56
3240.00,3300.00,360.00,0.64,d_rp1_entry_6,5.00,6,6,73.99,1.75
3240.00,3300.00,660.00,6.75,d_rp1_entry_7,5.00,11,11,13.58,6.85
3300.00,3360.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,100.00,-1.00
3300.00,3360.00,1200.00,6.94,d_rp1_entry_2,5.00,20,21,24.61,7.82
3300.00,3360.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,1,20.61,-1.00
3300.00,3360.00,360.00,2.22,d_rp1_entry_4,5.00,6,5,15.45,6.80
3300.00,3360.00,300.00,7.21,d_rp1_entry_5,5.00,5,5,5.78,8.04
3300.00,3360.00,480.00,3.25,d_rp1_entry_6,5.00,8,8,54.30,5.05
3300.00,3360.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,1,87.06,-1.00
3360.00,3420.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,100.00,-1.00
3360.00,3420.00,1320.00,7.45,d_rp1_entry_2,5.10,22,21,24.50,7.52
3360.00,3420.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3360.00,3420.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
3360.00,3420.00,300.00,0.97,d_rp1_entry_5,5.00,5,5,42.75,3.06
3360.00,3420.00,180.00,0.27,d_rp1_entry_6,5.00,3,3,65.36,1.67
3360.00,3420.00,120.00,0.11,d_rp1_entry_7,5.00,2,2,88.52,0.12
3420.00,3480.00,120.00,0.06,d_rp1_entry_1,5.00,2,1,66.46,2.31
3420.00,3480.00,1140.00,7.70,d_rp1_entry_2,5.00,19,19,20.57,7.76
3420.00,3480.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3420.00,3480.00,180.00,7.31,d_rp1_entry_4,5.00,3,4,59.71,7.48
3420.00,3480.00,480.00,2.38,d_rp1_entry_5,5.00,8,8,28.04,5.72
3420.00,3480.00,240.00,0.36,d_rp1_entry_6,5.00,4,3,85.71,4.83
3420.00,3480.00,120.00,0.21,d_rp1_entry_7,5.00,2,2,96.26,0.21
3480.00,3540.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,1,88.40,-1.00
3480.00,3540.00,1020.00,7.73,d_rp1_entry_2,5.00,17,17,18.33,7.81
3480.00,3540.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3480.00,3540.00,480.00,0.70,d_rp1_entry_4,5.00,8,8,39.59,4.97
3480.00,3540.00,480.00,6.71,d_rp1_entry_5,5.00,8,9,11.55,7.34
3480.00,3540.00,360.00,0.86,d_rp1_entry_6,5.00,6,7,59.56,2.09
3480.00,3540.00,180.00,0.41,d_rp1_entry_7,5.00,3,3,40.02,4.41
3540.00,3600.00,60.00,0.04,d_rp1_entry_1,5.00,1,1,97.47,0.04
3540.00,3600.00,900.00,7.18,d_rp1_entry_2,5.00,15,15,17.42,7.29
3540.00,3600.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3540.00,3600.00,540.00,8.21,d_rp1_entry_4,5.23,9,9,9.60,8.49
3540.00,3600.00,600.00,8.56,d_rp1_entry_5,5.00,10,10,9.73,8.85
3540.00,3600.00,240.00,0.46,d_rp1_entry_6,5.00,4,3,71.53,2.63
3540.00,3600.00,360.00,1.09,d_rp1_entry_7,5.00,6,6,38.05,4.53
3600.00,3660.00,60.00,5.60,d_rp1_entry_1,5.00,1,1,22.94,5.60
3600.00,3660.00,1380.00,7.80,d_rp1_entry_2,5.18,23,23,25.57,7.86
3600.00,3660.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3600.00,3660.00,240.00,7.99,d_rp1_entry_4,5.00,4,5,9.17,8.28
3600.00,3660.00,240.00,8.97,d_rp1_entry_5,5.00,4,5,3.81,9.15
3600.00,3660.00,660.00,2.70,d_rp1_entry_6,5.00,11,12,62.17,4.74
3600.00,3660.00,240.00,0.45,d_rp1_entry_7,5.00,4,3,59.54,4.50
3660.00,3720.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,100.00,-1.00
3660.00,3720.00,120.00,6.58,d_rp1_entry_2,5.00,2,2,2.53,6.58
3660.00,3720.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3660.00,3720.00,480.00,3.48,d_rp1_entry_4,5.00,8,7,14.14,7.63
3660.00,3720.00,300.00,7.66,d_rp1_entry_5,5.00,5,5,5.44,7.99
3660.00,3720.00,900.00,1.54,d_rp1_entry_6,5.00,15,14,52.76,5.71
3660.00,3720.00,300.00,4.51,d_rp1_entry_7,5.42,5,6,38.78,5.18
3720.00,3780.00,60.00,0.04,d_rp1_entry_1,5.00,1,1,96.20,0.04
3720.00,3780.00,720.00,7.47,d_rp1_entry_2,5.00,12,13,14.35,7.59
3720.00,3780.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3720.00,3780.00,240.00,1.25,d_rp1_entry_4,5.00,4,4,26.58,7.19
3720.00,3780.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
3720.00,3780.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
3720.00,3780.00,240.00,0.32,d_rp1_entry_7,5.00,4,3,75.79,1.82
3780.00,3840.00,240.00,0.35,d_rp1_entry_1,5.00,4,3,66.42,1.51
3780.00,3840.00,600.00,8.09,d_rp1_entry_2,5.00,10,9,9.35,8.13
3780.00,3840.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3780.00,3840.00,180.00,0.66,d_rp1_entry_4,5.70,3,3,53.30,6.53
3780.00,3840.00,120.00,10.02,d_rp1_entry_5,6.05,2,2,1.99,10.05
3780.00,3840.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
3780.00,3840.00,1080.00,4.83,d_rp1_entry_7,5.00,18,19,31.45,6.45
3840.00,3900.00,180.00,0.62,d_rp1_entry_1,5.00,3,3,40.01,3.26
3840.00,3900.00,480.00,7.30,d_rp1_entry_2,5.00,8,8,9.13,7.34
3840.00,3900.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3840.00,3900.00,60.00,7.42,d_rp1_entry_4,5.00,1,1,1.12,7.42
3840.00,3900.00,60.00,11.48,d_rp1_entry_5,5.00,1,1,0.73,11.48
3840.00,3900.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
3840.00,3900.00,1260.00,7.29,d_rp1_entry_7,5.00,21,20,23.58,7.36
3900.00,3960.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,1,98.40,-1.00
3900.00,3960.00,360.00,7.58,d_rp1_entry_2,5.00,6,6,6.60,7.65
3900.00,3960.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3900.00,3960.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
3900.00,3960.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
3900.00,3960.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
3900.00,3960.00,1140.00,3.92,d_rp1_entry_7,5.00,19,19,40.42,6.08
3960.00,4020.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,100.00,-1.00
3960.00,4020.00,360.00,7.58,d_rp1_entry_2,5.00,6,6,6.59,7.62
3960.00,4020.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
3960.00,4020.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
3960.00,4020.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
3960.00,4020.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
3960.00,4020.00,720.00,1.96,d_rp1_entry_7,5.00,12,12,50.91,4.24
4020.00,4080.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,100.00,-1.00
4020.00,4080.00,240.00,8.36,d_rp1_entry_2,5.00,4,4,3.99,8.38
4020.00,4080.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4020.00,4080.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4020.00,4080.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4020.00,4080.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4020.00,4080.00,840.00,2.95,d_rp1_entry_7,5.00,14,14,39.60,4.19
4080.00,4140.00,180.00,0.06,d_rp1_entry_1,5.00,3,2,92.35,0.81
4080.00,4140.00,660.00,7.14,d_rp1_entry_2,5.00,11,11,12.83,7.26
4080.00,4140.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4080.00,4140.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4080.00,4140.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4080.00,4140.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4080.00,4140.00,1020.00,7.12,d_rp1_entry_7,5.00,17,17,19.90,7.32
4140.00,4200.00,1320.00,6.19,d_rp1_entry_1,5.00,22,22,29.62,7.03
4140.00,4200.00,600.00,7.18,d_rp1_entry_2,5.00,10,11,12.40,7.46
4140.00,4200.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4140.00,4200.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4140.00,4200.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4140.00,4200.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4140.00,4200.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4200.00,4260.00,300.00,7.60,d_rp1_entry_1,5.00,5,5,5.48,7.81
4200.00,4260.00,900.00,7.75,d_rp1_entry_2,5.00,15,14,15.32,7.83
4200.00,4260.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4200.00,4260.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4200.00,4260.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4200.00,4260.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4200.00,4260.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4260.00,4320.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4260.00,4320.00,900.00,8.10,d_rp1_entry_2,5.00,15,15,15.44,8.13
4260.00,4320.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4260.00,4320.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4260.00,4320.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4260.00,4320.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4260.00,4320.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4320.00,4380.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4320.00,4380.00,300.00,7.98,d_rp1_entry_2,5.00,5,6,5.57,8.03
4320.00,4380.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4320.00,4380.00,60.00,1.57,d_rp1_entry_4,5.00,1,1,5.32,1.57
4320.00,4380.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4320.00,4380.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4320.00,4380.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4380.00,4440.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4380.00,4440.00,840.00,7.65,d_rp1_entry_2,5.00,14,13,14.90,7.75
4380.00,4440.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4380.00,4440.00,60.00,11.95,d_rp1_entry_4,5.00,1,1,0.70,11.95
4380.00,4440.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4380.00,4440.00,60.00,13.74,d_rp1_entry_6,5.00,1,1,0.61,13.74
4380.00,4440.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4440.00,4500.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4440.00,4500.00,660.00,8.17,d_rp1_entry_2,5.00,11,11,11.22,8.20
4440.00,4500.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4440.00,4500.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4440.00,4500.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4440.00,4500.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4440.00,4500.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4500.00,4560.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4500.00,4560.00,720.00,7.52,d_rp1_entry_2,5.00,12,12,13.29,7.69
4500.00,4560.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4500.00,4560.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4500.00,4560.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4500.00,4560.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4500.00,4560.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4560.00,4620.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4560.00,4620.00,780.00,7.63,d_rp1_entry_2,5.00,13,13,14.20,7.68
4560.00,4620.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4560.00,4620.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4560.00,4620.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4560.00,4620.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4560.00,4620.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4620.00,4680.00,720.00,8.03,d_rp1_entry_2,5.00,12,12,12.45,8.07
4620.00,4680.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4620.00,4680.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4680.00,4740.00,780.00,7.97,d_rp1_entry_2,5.00,13,14,13.95,8.01
4680.00,4740.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4680.00,4740.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4740.00,4800.00,780.00,7.72,d_rp1_entry_2,5.00,13,12,13.66,7.79
4740.00,4800.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4740.00,4800.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4800.00,4860.00,660.00,7.87,d_rp1_entry_2,5.00,11,11,11.64,7.91
4800.00,4860.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4800.00,4860.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4860.00,4920.00,720.00,7.37,d_rp1_entry_2,5.00,12,12,13.57,7.46
4860.00,4920.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4860.00,4920.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4920.00,4980.00,780.00,7.82,d_rp1_entry_2,5.00,13,13,13.85,7.88
4920.00,4980.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4920.00,4980.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
4980.00,5040.00,780.00,7.70,d_rp1_entry_2,5.00,13,13,14.06,7.72
4980.00,5040.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
4980.00,5040.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
5040.00,5100.00,600.00,7.60,d_rp1_entry_2,5.00,10,10,10.96,7.67
5040.00,5100.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
5040.00,5100.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
5100.00,5160.00,840.00,7.72,d_rp1_entry_2,5.00,14,14,15.10,7.80
5100.00,5160.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
5100.00,5160.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
5160.00,5220.00,540.00,8.20,d_rp1_entry_2,5.00,9,9,9.14,8.30
5160.00,5220.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
5160.00,5220.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
5220.00,5280.00,360.00,8.12,d_rp1_entry_2,5.00,6,6,6.16,8.16
5220.00,5280.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
5220.00,5280.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_entry_2,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_entry_2,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_entry_1,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_entry_2,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_entry_3,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_entry_4,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_entry_5,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_entry_6,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_entry_7,-1.00,0,0,0.00,-1.00
