interval_begin,interval_end,interval_flow,interval_harmonicMeanSpeed,interval_id,interval_length,interval_nVehContrib,interval_nVehEntered,interval_occupancy,interval_speed
1200.00,1260.00,780.00,1.53,d_rp1_exit_2,5.00,13,12,51.56,2.83
1200.00,1260.00,180.00,11.19,d_rp1_exit_3,5.00,3,3,2.23,11.27
1200.00,1260.00,540.00,9.70,d_rp1_exit_4,5.00,9,9,7.73,9.77
1200.00,1260.00,360.00,8.27,d_rp1_exit_5,5.00,6,5,5.13,8.71
1260.00,1320.00,840.00,6.74,d_rp1_exit_1,5.00,14,14,17.31,7.46
1260.00,1320.00,1080.00,3.53,d_rp1_exit_2,5.00,18,19,42.54,4.49
1260.00,1320.00,180.00,11.21,d_rp1_exit_3,5.00,3,3,2.23,11.31
1260.00,1320.00,300.00,9.04,d_rp1_exit_4,5.00,5,5,4.61,9.31
1260.00,1320.00,420.00,8.21,d_rp1_exit_5,5.00,7,7,7.11,8.37
1320.00,1380.00,360.00,10.15,d_rp1_exit_1,5.00,6,6,4.93,10.88
1320.00,1380.00,960.00,3.58,d_rp1_exit_2,5.13,16,16,51.43,5.21
1320.00,1380.00,480.00,11.29,d_rp1_exit_3,5.26,8,8,6.22,11.42
1320.00,1380.00,300.00,9.58,d_rp1_exit_4,5.00,5,5,4.35,9.67
1320.00,1380.00,360.00,12.08,d_rp1_exit_5,5.00,6,6,4.14,12.45
1380.00,1440.00,120.00,11.00,d_rp1_exit_1,5.00,2,2,1.52,11.04
1380.00,1440.00,840.00,1.80,d_rp1_exit_2,5.00,14,14,51.94,3.69
1380.00,1440.00,240.00,11.40,d_rp1_exit_3,5.00,4,4,2.92,11.50
1380.00,1440.00,300.00,8.14,d_rp1_exit_4,5.00,5,5,5.12,8.85
1380.00,1440.00,180.00,8.85,d_rp1_exit_5,5.70,3,3,3.08,9.75
1440.00,1500.00,600.00,8.78,d_rp1_exit_1,5.00,10,10,9.50,9.24
1440.00,1500.00,1080.00,3.37,d_rp1_exit_2,5.00,18,17,43.86,4.67
1440.00,1500.00,180.00,11.00,d_rp1_exit_3,5.00,3,3,2.27,11.01
1440.00,1500.00,240.00,8.75,d_rp1_exit_4,5.00,4,4,3.81,8.97
1440.00,1500.00,540.00,7.48,d_rp1_exit_5,5.70,9,10,12.65,8.17
1500.00,1560.00,300.00,3.76,d_rp1_exit_1,5.00,5,5,11.07,7.95
1500.00,1560.00,960.00,3.14,d_rp1_exit_2,5.00,16,16,42.50,5.95
1500.00,1560.00,480.00,10.31,d_rp1_exit_3,5.00,8,8,6.46,10.61
1500.00,1560.00,600.00,9.61,d_rp1_exit_4,5.00,10,10,8.67,9.64
1500.00,1560.00,420.00,9.54,d_rp1_exit_5,5.00,7,7,6.11,10.19
1560.00,1620.00,420.00,4.74,d_rp1_exit_1,5.00,7,7,12.30,5.86
1560.00,1620.00,1440.00,7.05,d_rp1_exit_2,5.00,24,24,28.35,7.65
1560.00,1620.00,300.00,9.71,d_rp1_exit_3,5.00,5,5,4.29,10.40
1560.00,1620.00,660.00,9.57,d_rp1_exit_4,5.00,11,11,9.58,9.76
1560.00,1620.00,540.00,10.98,d_rp1_exit_5,5.47,9,9,7.37,11.65
1620.00,1680.00,180.00,10.36,d_rp1_exit_1,5.00,3,3,2.41,10.44
1620.00,1680.00,1080.00,3.98,d_rp1_exit_2,5.00,18,18,37.71,6.25
1620.00,1680.00,180.00,11.07,d_rp1_exit_3,5.00,3,3,2.26,11.14
1620.00,1680.00,540.00,9.75,d_rp1_exit_4,5.00,9,9,7.69,9.82
1620.00,1680.00,420.00,8.78,d_rp1_exit_5,5.00,7,8,7.00,9.32
1680.00,1740.00,480.00,7.13,d_rp1_exit_1,5.00,8,8,9.36,7.39
1680.00,1740.00,720.00,1.89,d_rp1_exit_2,5.00,12,13,55.16,3.79
1680.00,1740.00,180.00,9.91,d_rp1_exit_3,5.00,3,3,2.52,9.96
1680.00,1740.00,600.00,9.43,d_rp1_exit_4,5.00,10,10,8.84,9.72
1680.00,1740.00,420.00,11.63,d_rp1_exit_5,5.00,7,7,5.01,11.87
1740.00,1800.00,180.00,7.35,d_rp1_exit_1,5.00,3,3,3.40,7.91
1740.00,1800.00,840.00,2.00,d_rp1_exit_2,5.00,14,13,56.31,4.67
1740.00,1800.00,300.00,11.76,d_rp1_exit_3,5.00,5,5,3.54,11.83
1740.00,1800.00,240.00,10.77,d_rp1_exit_4,5.00,4,4,3.10,10.88
1740.00,1800.00,420.00,8.97,d_rp1_exit_5,5.00,7,7,6.51,9.69
1800.00,1860.00,180.00,7.48,d_rp1_exit_1,5.00,3,3,3.34,7.70
1800.00,1860.00,780.00,2.15,d_rp1_exit_2,5.00,13,14,51.42,3.26
1800.00,1860.00,300.00,10.43,d_rp1_exit_3,5.00,5,5,3.99,10.55
1800.00,1860.00,300.00,9.87,d_rp1_exit_4,5.00,5,5,4.22,10.17
1800.00,1860.00,420.00,8.33,d_rp1_exit_5,5.00,7,8,18.93,8.81
1860.00,1920.00,240.00,8.92,d_rp1_exit_1,5.00,4,4,3.74,9.05
1860.00,1920.00,960.00,2.54,d_rp1_exit_2,5.00,16,15,51.44,4.28
1860.00,1920.00,360.00,11.38,d_rp1_exit_3,5.00,6,6,4.39,11.42
1860.00,1920.00,300.00,9.96,d_rp1_exit_4,5.00,5,5,4.18,10.24
1860.00,1920.00,480.00,3.67,d_rp1_exit_5,5.00,8,7,6.25,8.91
1920.00,1980.00,660.00,8.67,d_rp1_exit_1,5.00,11,12,11.63,9.26
1920.00,1980.00,1500.00,7.25,d_rp1_exit_2,5.00,25,25,28.74,7.83
1920.00,1980.00,120.00,11.01,d_rp1_exit_3,5.00,2,2,1.51,11.02
1920.00,1980.00,660.00,7.35,d_rp1_exit_4,5.00,11,11,12.48,8.79
1920.00,1980.00,180.00,11.99,d_rp1_exit_5,5.00,3,3,2.09,12.23
1980.00,2040.00,120.00,6.48,d_rp1_exit_1,5.00,2,1,1.51,6.53
1980.00,2040.00,900.00,2.61,d_rp1_exit_2,5.00,15,15,47.82,3.84
1980.00,2040.00,420.00,9.61,d_rp1_exit_3,5.00,7,7,6.07,10.30
1980.00,2040.00,480.00,8.79,d_rp1_exit_4,5.00,8,8,7.58,9.11
1980.00,2040.00,240.00,11.58,d_rp1_exit_5,5.00,4,4,2.88,11.61
2040.00,2100.00,720.00,7.84,d_rp1_exit_1,5.00,12,12,12.75,8.08
2040.00,2100.00,1200.00,4.85,d_rp1_exit_2,5.00,20,21,39.86,6.02
2040.00,2100.00,180.00,11.19,d_rp1_exit_3,5.00,3,3,2.23,11.42
2040.00,2100.00,420.00,10.38,d_rp1_exit_4,5.00,7,7,5.62,10.45
2040.00,2100.00,360.00,9.48,d_rp1_exit_5,5.00,6,6,5.27,10.23
2100.00,2160.00,300.00,8.33,d_rp1_exit_1,5.00,5,5,5.00,8.58
2100.00,2160.00,720.00,1.76,d_rp1_exit_2,5.00,12,11,51.17,3.90
2100.00,2160.00,240.00,10.88,d_rp1_exit_3,5.00,4,4,3.06,10.95
2100.00,2160.00,120.00,8.79,d_rp1_exit_4,5.00,2,2,1.90,9.14
2100.00,2160.00,360.00,10.71,d_rp1_exit_5,5.00,6,6,4.67,11.34
2160.00,2220.00,420.00,4.00,d_rp1_exit_1,5.00,7,7,14.60,5.95
2160.00,2220.00,900.00,2.36,d_rp1_exit_2,5.00,15,15,52.90,5.30
2160.00,2220.00,120.00,10.51,d_rp1_exit_3,5.00,2,2,1.59,10.56
2160.00,2220.00,300.00,9.86,d_rp1_exit_4,5.42,5,5,4.60,9.94
2160.00,2220.00,420.00,8.85,d_rp1_exit_5,5.00,7,7,6.59,9.93
2220.00,2280.00,180.00,6.38,d_rp1_exit_1,5.00,3,3,3.92,6.40
2220.00,2280.00,1020.00,2.92,d_rp1_exit_2,5.00,17,17,48.53,5.30
2220.00,2280.00,180.00,11.55,d_rp1_exit_3,5.00,3,3,2.16,11.57
2220.00,2280.00,420.00,9.08,d_rp1_exit_4,5.00,7,7,6.42,9.51
2220.00,2280.00,240.00,9.06,d_rp1_exit_5,5.00,4,4,3.68,9.24
2280.00,2340.00,300.00,8.08,d_rp1_exit_1,5.00,5,5,5.15,8.46
2280.00,2340.00,900.00,2.39,d_rp1_exit_2,5.00,15,15,52.40,4.98
2280.00,2340.00,120.00,11.59,d_rp1_exit_3,5.00,2,2,1.44,11.66
2280.00,2340.00,300.00,10.36,d_rp1_exit_4,5.00,5,5,4.02,10.40
2280.00,2340.00,480.00,8.18,d_rp1_exit_5,5.00,8,8,8.15,8.58
2340.00,2400.00,780.00,8.05,d_rp1_exit_1,5.00,13,14,14.60,8.24
2340.00,2400.00,1440.00,8.21,d_rp1_exit_2,5.00,24,24,24.37,8.89
2340.00,2400.00,180.00,11.13,d_rp1_exit_3,5.00,3,3,2.25,11.19
2340.00,2400.00,420.00,9.25,d_rp1_exit_4,5.00,7,7,6.30,9.35
2340.00,2400.00,420.00,9.82,d_rp1_exit_5,5.00,7,7,5.94,11.01
2400.00,2460.00,540.00,9.14,d_rp1_exit_1,5.00,9,8,7.07,9.61
2400.00,2460.00,1440.00,8.73,d_rp1_exit_2,5.00,24,25,25.99,9.40
2400.00,2460.00,120.00,10.85,d_rp1_exit_3,5.00,2,2,1.54,10.85
2400.00,2460.00,240.00,9.27,d_rp1_exit_4,5.00,4,4,3.60,9.44
2400.00,2460.00,480.00,8.78,d_rp1_exit_5,5.00,8,8,7.59,9.13
2460.00,2520.00,360.00,9.89,d_rp1_exit_1,5.00,6,6,5.05,10.37
2460.00,2520.00,960.00,2.85,d_rp1_exit_2,5.00,16,16,49.24,4.41
2460.00,2520.00,120.00,9.96,d_rp1_exit_3,5.00,2,2,1.67,10.08
2460.00,2520.00,540.00,9.34,d_rp1_exit_4,5.00,9,9,8.03,9.60
2460.00,2520.00,660.00,6.51,d_rp1_exit_5,5.00,11,11,14.09,8.76
2520.00,2580.00,540.00,7.62,d_rp1_exit_1,5.00,9,9,9.84,8.00
2520.00,2580.00,840.00,1.97,d_rp1_exit_2,5.00,14,14,55.11,5.20
2520.00,2580.00,360.00,10.63,d_rp1_exit_3,5.00,6,6,4.70,10.67
2520.00,2580.00,180.00,10.96,d_rp1_exit_4,5.00,3,3,2.28,11.06
2520.00,2580.00,360.00,10.43,d_rp1_exit_5,5.00,6,7,4.98,11.37
2580.00,2640.00,120.00,4.03,d_rp1_exit_1,5.00,2,2,4.13,4.43
2580.00,2640.00,900.00,2.89,d_rp1_exit_2,5.00,15,14,41.99,4.69
2580.00,2640.00,300.00,11.13,d_rp1_exit_3,5.42,5,5,4.05,11.15
2580.00,2640.00,420.00,8.95,d_rp1_exit_4,5.00,7,7,6.51,9.00
2580.00,2640.00,420.00,12.11,d_rp1_exit_5,5.30,7,6,4.88,12.33
2640.00,2700.00,420.00,7.78,d_rp1_exit_1,5.00,7,7,7.50,8.31
2640.00,2700.00,1080.00,3.07,d_rp1_exit_2,5.00,18,19,48.95,6.37
2640.00,2700.00,240.00,11.44,d_rp1_exit_3,5.00,4,4,2.91,11.49
2640.00,2700.00,240.00,9.83,d_rp1_exit_4,5.00,4,4,3.39,9.91
2640.00,2700.00,300.00,13.03,d_rp1_exit_5,5.00,5,5,3.20,13.04
2700.00,2760.00,120.00,6.83,d_rp1_exit_1,5.00,2,2,2.44,7.02
2700.00,2760.00,540.00,1.08,d_rp1_exit_2,5.00,9,9,69.26,2.85
2700.00,2760.00,180.00,11.27,d_rp1_exit_3,5.00,3,4,2.72,11.34
2700.00,2760.00,60.00,10.53,d_rp1_exit_4,5.00,1,1,0.79,10.53
2700.00,2760.00,60.00,7.80,d_rp1_exit_5,5.00,1,1,1.07,7.80
2760.00,2820.00,300.00,6.83,d_rp1_exit_1,5.00,5,5,6.10,7.05
2760.00,2820.00,300.00,0.54,d_rp1_exit_2,5.00,5,5,79.02,2.59
2760.00,2820.00,120.00,11.53,d_rp1_exit_3,5.00,2,1,0.95,11.54
2760.00,2820.00,540.00,7.91,d_rp1_exit_4,5.00,9,9,9.48,8.08
2760.00,2820.00,420.00,7.00,d_rp1_exit_5,5.00,7,7,8.33,7.21
2820.00,2880.00,600.00,6.88,d_rp1_exit_1,5.00,10,10,12.11,7.31
2820.00,2880.00,780.00,2.09,d_rp1_exit_2,5.00,13,12,49.35,2.68
2820.00,2880.00,240.00,10.98,d_rp1_exit_3,5.00,4,4,3.04,11.05
2820.00,2880.00,240.00,7.88,d_rp1_exit_4,5.00,4,4,4.23,8.08
2820.00,2880.00,240.00,1.20,d_rp1_exit_5,5.00,4,4,27.83,4.68
2880.00,2940.00,720.00,5.62,d_rp1_exit_1,5.00,12,13,18.40,6.74
2880.00,2940.00,900.00,2.66,d_rp1_exit_2,5.00,15,15,47.08,3.71
2880.00,2940.00,240.00,10.25,d_rp1_exit_3,5.00,4,4,3.25,10.29
2880.00,2940.00,480.00,7.79,d_rp1_exit_4,5.26,8,8,8.98,8.01
2880.00,2940.00,600.00,8.16,d_rp1_exit_5,5.00,10,10,10.21,8.43
2940.00,3000.00,420.00,7.45,d_rp1_exit_1,5.00,7,6,7.21,7.89
2940.00,3000.00,900.00,2.78,d_rp1_exit_2,5.00,15,16,45.08,3.88
2940.00,3000.00,240.00,13.55,d_rp1_exit_3,5.00,4,4,2.46,13.58
2940.00,3000.00,420.00,10.17,d_rp1_exit_4,5.00,7,7,5.74,10.29
2940.00,3000.00,540.00,8.80,d_rp1_exit_5,5.00,9,10,8.89,9.17
3000.00,3060.00,240.00,10.57,d_rp1_exit_1,5.00,4,4,3.15,10.98
3000.00,3060.00,600.00,1.24,d_rp1_exit_2,5.00,10,9,67.30,3.65
3000.00,3060.00,300.00,11.29,d_rp1_exit_3,5.00,5,5,3.69,11.42
3000.00,3060.00,420.00,9.98,d_rp1_exit_4,5.00,7,7,5.84,10.05
3000.00,3060.00,180.00,7.84,d_rp1_exit_5,5.70,3,2,3.28,8.02
3060.00,3120.00,540.00,5.58,d_rp1_exit_1,5.00,9,9,13.45,6.64
3060.00,3120.00,1320.00,4.79,d_rp1_exit_2,5.00,22,22,38.29,6.08
3060.00,3120.00,300.00,8.42,d_rp1_exit_3,5.84,5,6,6.56,9.04
3060.00,3120.00,120.00,8.65,d_rp1_exit_4,5.00,2,2,1.93,8.70
3060.00,3120.00,240.00,6.48,d_rp1_exit_5,5.00,4,4,5.14,7.68
3120.00,3180.00,600.00,8.09,d_rp1_exit_1,5.00,10,10,10.31,9.02
3120.00,3180.00,1500.00,7.15,d_rp1_exit_2,5.00,25,25,29.13,7.40
3120.00,3180.00,360.00,10.71,d_rp1_exit_3,5.00,6,5,3.87,10.74
3120.00,3180.00,660.00,9.56,d_rp1_exit_4,5.00,11,11,9.59,9.78
3120.00,3180.00,900.00,11.01,d_rp1_exit_5,5.14,15,15,11.66,11.44
3180.00,3240.00,660.00,8.37,d_rp1_exit_1,5.00,11,11,10.96,8.88
3180.00,3240.00,1320.00,10.13,d_rp1_exit_2,5.00,22,23,18.52,10.38
3180.00,3240.00,300.00,10.90,d_rp1_exit_3,5.00,5,5,3.82,10.96
3180.00,3240.00,600.00,8.63,d_rp1_exit_4,5.21,10,10,10.01,8.94
3180.00,3240.00,300.00,9.30,d_rp1_exit_5,5.00,5,5,4.48,9.67
3240.00,3300.00,420.00,9.39,d_rp1_exit_1,5.00,7,7,6.21,9.74
3240.00,3300.00,840.00,2.26,d_rp1_exit_2,5.00,14,15,57.09,4.79
3240.00,3300.00,240.00,11.82,d_rp1_exit_3,5.00,4,4,2.82,11.98
3240.00,3300.00,300.00,8.95,d_rp1_exit_4,5.00,5,5,4.66,9.05
3240.00,3300.00,420.00,9.98,d_rp1_exit_5,5.00,7,7,5.85,10.71
3300.00,3360.00,180.00,6.60,d_rp1_exit_1,5.00,3,3,3.79,6.64
3300.00,3360.00,780.00,1.77,d_rp1_exit_2,5.00,13,13,56.70,3.71
3300.00,3360.00,240.00,10.77,d_rp1_exit_3,5.00,4,4,3.09,10.82
3300.00,3360.00,240.00,9.95,d_rp1_exit_4,5.00,4,4,3.35,9.96
3300.00,3360.00,60.00,10.54,d_rp1_exit_5,5.00,1,1,0.79,10.54
3360.00,3420.00,660.00,6.87,d_rp1_exit_1,5.00,11,11,13.34,7.59
3360.00,3420.00,720.00,2.74,d_rp1_exit_2,5.00,12,12,62.81,4.33
3360.00,3420.00,120.00,11.10,d_rp1_exit_3,6.05,2,2,1.83,11.10
3360.00,3420.00,360.00,6.50,d_rp1_exit_4,5.00,6,6,7.70,7.23
3360.00,3420.00,600.00,9.08,d_rp1_exit_5,5.00,10,10,9.18,9.48
3420.00,3480.00,720.00,7.75,d_rp1_exit_1,5.00,12,12,12.90,8.12
3420.00,3480.00,960.00,1.60,d_rp1_exit_2,5.00,16,15,55.99,7.55
3420.00,3480.00,180.00,11.32,d_rp1_exit_3,5.00,3,3,2.21,11.33
3420.00,3480.00,420.00,7.81,d_rp1_exit_4,5.00,7,8,8.08,8.10
3420.00,3480.00,660.00,8.43,d_rp1_exit_5,5.00,11,11,10.87,8.92
3480.00,3540.00,660.00,4.82,d_rp1_exit_1,5.00,11,11,19.04,8.66
3480.00,3540.00,1200.00,4.42,d_rp1_exit_2,5.00,20,20,37.74,5.70
3480.00,3540.00,180.00,10.25,d_rp1_exit_3,5.00,3,3,2.44,10.26
3480.00,3540.00,300.00,9.12,d_rp1_exit_4,5.00,5,4,3.96,9.16
3480.00,3540.00,420.00,9.00,d_rp1_exit_5,5.00,7,8,6.96,9.68
3540.00,3600.00,240.00,8.72,d_rp1_exit_1,5.00,4,4,3.82,9.28
3540.00,3600.00,1020.00,3.60,d_rp1_exit_2,5.00,17,17,39.34,6.32
3540.00,3600.00,480.00,11.03,d_rp1_exit_3,5.00,8,8,6.04,11.10
3540.00,3600.00,360.00,9.24,d_rp1_exit_4,5.00,6,6,5.41,9.32
3540.00,3600.00,720.00,8.93,d_rp1_exit_5,5.17,12,11,11.00,9.52
3600.00,3660.00,540.00,8.62,d_rp1_exit_1,5.00,9,9,8.70,9.21
3600.00,3660.00,900.00,4.21,d_rp1_exit_2,5.00,15,16,48.69,5.61
3600.00,3660.00,300.00,10.59,d_rp1_exit_3,5.42,5,5,4.30,10.75
3600.00,3660.00,180.00,9.39,d_rp1_exit_4,5.00,3,3,2.66,9.40
3600.00,3660.00,360.00,9.84,d_rp1_exit_5,5.00,6,6,5.08,10.19
3660.00,3720.00,480.00,9.37,d_rp1_exit_1,5.00,8,8,7.12,9.60
3660.00,3720.00,1080.00,3.04,d_rp1_exit_2,5.00,18,18,49.43,5.53
3660.00,3720.00,60.00,10.88,d_rp1_exit_3,7.10,1,1,1.09,10.88
3660.00,3720.00,240.00,9.84,d_rp1_exit_4,5.00,4,4,3.39,9.93
3660.00,3720.00,180.00,6.94,d_rp1_exit_5,5.70,3,3,4.34,7.60
