interval_begin,interval_end,interval_flow,interval_harmonicMeanSpeed,interval_id,interval_length,interval_nVehContrib,interval_nVehEntered,interval_occupancy,interval_speed
3720.00,3780.00,180.00,6.77,d_rp1_exit_1,5.00,3,3,3.69,7.01
3720.00,3780.00,1080.00,2.43,d_rp1_exit_2,5.00,18,17,42.55,8.34
3720.00,3780.00,180.00,9.51,d_rp1_exit_3,5.00,3,3,2.63,9.97
3720.00,3780.00,180.00,10.23,d_rp1_exit_4,5.00,3,3,2.44,10.29
3720.00,3780.00,420.00,12.26,d_rp1_exit_5,5.00,7,7,4.76,12.33
3780.00,3840.00,240.00,8.37,d_rp1_exit_1,5.00,4,4,3.98,8.74
3780.00,3840.00,1560.00,8.79,d_rp1_exit_2,5.00,26,26,24.65,9.33
3780.00,3840.00,180.00,9.23,d_rp1_exit_3,5.00,3,3,2.71,10.01
3780.00,3840.00,120.00,9.11,d_rp1_exit_4,5.00,2,2,1.83,9.11
3780.00,3840.00,240.00,9.39,d_rp1_exit_5,6.05,4,5,5.12,10.26
3840.00,3900.00,120.00,10.97,d_rp1_exit_1,5.00,2,2,1.52,11.15
3840.00,3900.00,1020.00,5.20,d_rp1_exit_2,5.00,17,18,29.72,7.78
3840.00,3900.00,180.00,10.73,d_rp1_exit_3,5.00,3,3,2.33,10.73
3840.00,3900.00,60.00,9.81,d_rp1_exit_4,5.00,1,1,0.85,9.81
3840.00,3900.00,300.00,9.98,d_rp1_exit_5,5.00,5,4,3.34,10.51
3900.00,3960.00,60.00,10.45,d_rp1_exit_1,5.00,1,1,0.80,10.45
3900.00,3960.00,900.00,2.22,d_rp1_exit_2,5.00,15,14,53.84,4.69
3900.00,3960.00,60.00,11.06,d_rp1_exit_3,5.00,1,1,0.75,11.06
3900.00,3960.00,120.00,10.41,d_rp1_exit_4,5.00,2,2,1.60,10.42
3900.00,3960.00,180.00,12.02,d_rp1_exit_5,5.00,3,3,2.08,12.20
3960.00,4020.00,240.00,5.84,d_rp1_exit_1,5.00,4,4,5.71,5.84
3960.00,4020.00,600.00,1.38,d_rp1_exit_2,5.00,10,11,63.97,3.00
3960.00,4020.00,120.00,10.60,d_rp1_exit_3,5.00,2,2,1.57,10.62
3960.00,4020.00,0.00,-1.00,d_rp1_exit_4,-1.00,0,0,0.00,-1.00
3960.00,4020.00,60.00,12.36,d_rp1_exit_5,5.00,1,1,0.67,12.36
4020.00,4080.00,180.00,11.17,d_rp1_exit_1,5.00,3,3,2.24,11.19
4020.00,4080.00,1320.00,6.43,d_rp1_exit_2,5.00,22,22,29.11,8.62
4020.00,4080.00,0.00,-1.00,d_rp1_exit_3,-1.00,0,0,0.00,-1.00
4020.00,4080.00,0.00,-1.00,d_rp1_exit_4,-1.00,0,0,0.00,-1.00
4020.00,4080.00,60.00,14.36,d_rp1_exit_5,5.00,1,1,0.58,14.36
4080.00,4140.00,120.00,10.88,d_rp1_exit_1,5.00,2,2,1.53,10.95
4080.00,4140.00,1440.00,5.86,d_rp1_exit_2,5.00,24,23,29.96,7.46
4080.00,4140.00,0.00,-1.00,d_rp1_exit_3,-1.00,0,0,0.00,-1.00
4080.00,4140.00,360.00,8.39,d_rp1_exit_4,5.00,6,6,5.96,8.60
4080.00,4140.00,60.00,15.20,d_rp1_exit_5,5.00,1,1,0.55,15.20
4140.00,4200.00,240.00,10.73,d_rp1_exit_1,5.00,4,4,3.11,10.80
4140.00,4200.00,1560.00,8.73,d_rp1_exit_2,5.00,26,26,24.82,8.99
4140.00,4200.00,60.00,9.96,d_rp1_exit_3,5.00,1,1,0.84,9.96
4140.00,4200.00,60.00,11.13,d_rp1_exit_4,5.00,1,1,0.75,11.13
4140.00,4200.00,120.00,11.45,d_rp1_exit_5,5.00,2,2,1.46,12.01
4200.00,4260.00,300.00,9.94,d_rp1_exit_1,5.00,5,5,4.19,10.45
4200.00,4260.00,360.00,10.38,d_rp1_exit_2,5.00,6,6,4.82,10.54
4200.00,4260.00,60.00,11.83,d_rp1_exit_3,5.00,1,1,0.70,11.83
4200.00,4260.00,300.00,9.32,d_rp1_exit_4,5.00,5,5,4.47,9.48
4200.00,4260.00,360.00,12.35,d_rp1_exit_5,5.00,6,6,4.05,12.58
4260.00,4320.00,360.00,12.26,d_rp1_exit_1,5.00,6,6,4.08,12.39
4260.00,4320.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4260.00,4320.00,60.00,11.58,d_rp1_exit_3,5.00,1,1,0.72,11.58
4260.00,4320.00,120.00,9.92,d_rp1_exit_4,5.00,2,2,1.68,9.97
4260.00,4320.00,240.00,12.03,d_rp1_exit_5,5.00,4,4,2.77,12.19
4320.00,4380.00,60.00,10.88,d_rp1_exit_1,5.00,1,1,0.77,10.88
4320.00,4380.00,60.00,10.31,d_rp1_exit_2,5.00,1,1,0.81,10.31
4320.00,4380.00,0.00,-1.00,d_rp1_exit_3,-1.00,0,0,0.00,-1.00
4320.00,4380.00,180.00,9.97,d_rp1_exit_4,5.00,3,3,2.51,10.00
4320.00,4380.00,300.00,12.26,d_rp1_exit_5,5.00,5,5,3.40,12.30
4380.00,4440.00,300.00,9.78,d_rp1_exit_1,5.00,5,5,4.26,10.14
4380.00,4440.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4380.00,4440.00,60.00,10.82,d_rp1_exit_3,5.00,1,1,0.77,10.82
4380.00,4440.00,180.00,10.21,d_rp1_exit_4,5.00,3,3,2.45,10.25
4380.00,4440.00,120.00,13.91,d_rp1_exit_5,5.00,2,2,1.20,13.92
4440.00,4500.00,420.00,10.89,d_rp1_exit_1,5.00,7,7,5.36,10.99
4440.00,4500.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4440.00,4500.00,360.00,12.02,d_rp1_exit_3,5.00,6,6,4.16,12.12
4440.00,4500.00,120.00,10.54,d_rp1_exit_4,5.00,2,2,1.58,10.54
4440.00,4500.00,0.00,-1.00,d_rp1_exit_5,-1.00,0,0,0.00,-1.00
4500.00,4560.00,120.00,11.20,d_rp1_exit_1,5.00,2,2,1.49,11.26
4500.00,4560.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4500.00,4560.00,240.00,11.06,d_rp1_exit_3,5.00,4,4,3.02,11.09
4500.00,4560.00,60.00,9.61,d_rp1_exit_4,5.00,1,1,0.87,9.61
4500.00,4560.00,180.00,11.68,d_rp1_exit_5,5.00,3,3,2.14,11.79
4560.00,4620.00,300.00,9.84,d_rp1_exit_1,5.00,5,5,4.24,9.88
4560.00,4620.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4560.00,4620.00,120.00,10.97,d_rp1_exit_3,5.00,2,2,1.52,10.97
4560.00,4620.00,180.00,9.50,d_rp1_exit_4,5.00,3,3,2.63,9.64
4560.00,4620.00,120.00,11.48,d_rp1_exit_5,5.00,2,2,1.45,11.56
4620.00,4680.00,120.00,11.13,d_rp1_exit_1,5.00,2,2,1.50,11.25
4620.00,4680.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4620.00,4680.00,180.00,10.08,d_rp1_exit_3,5.00,3,3,2.48,10.10
4620.00,4680.00,240.00,9.01,d_rp1_exit_4,5.00,4,4,3.70,9.02
4620.00,4680.00,180.00,12.37,d_rp1_exit_5,5.00,3,3,2.02,12.47
4680.00,4740.00,180.00,11.65,d_rp1_exit_1,5.00,3,3,2.15,11.69
4680.00,4740.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4680.00,4740.00,300.00,11.22,d_rp1_exit_3,5.00,5,5,3.71,11.28
4680.00,4740.00,60.00,9.04,d_rp1_exit_4,5.00,1,1,0.92,9.04
4680.00,4740.00,300.00,12.59,d_rp1_exit_5,5.00,5,5,3.31,12.60
4740.00,4800.00,180.00,11.55,d_rp1_exit_1,5.00,3,3,2.16,11.93
4740.00,4800.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4740.00,4800.00,360.00,10.98,d_rp1_exit_3,5.00,6,6,4.55,11.17
4740.00,4800.00,180.00,8.83,d_rp1_exit_4,5.00,3,3,2.83,8.94
4740.00,4800.00,120.00,12.89,d_rp1_exit_5,5.00,2,2,1.29,13.03
4800.00,4860.00,60.00,11.03,d_rp1_exit_1,5.00,1,2,1.13,11.03
4800.00,4860.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4800.00,4860.00,180.00,11.14,d_rp1_exit_3,5.00,3,3,2.24,11.15
4800.00,4860.00,120.00,10.94,d_rp1_exit_4,5.00,2,2,1.52,10.95
4800.00,4860.00,180.00,11.34,d_rp1_exit_5,5.00,3,3,2.21,11.36
4860.00,4920.00,300.00,11.99,d_rp1_exit_1,5.00,5,5,3.81,12.03
4860.00,4920.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4860.00,4920.00,120.00,9.38,d_rp1_exit_3,5.00,2,2,1.78,9.88
4860.00,4920.00,180.00,9.71,d_rp1_exit_4,5.00,3,3,2.58,9.87
4860.00,4920.00,0.00,-1.00,d_rp1_exit_5,-1.00,0,0,0.00,-1.00
4920.00,4980.00,360.00,11.08,d_rp1_exit_1,5.00,6,5,3.80,11.19
4920.00,4980.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4920.00,4980.00,300.00,11.27,d_rp1_exit_3,5.00,5,5,3.70,11.39
4920.00,4980.00,180.00,10.35,d_rp1_exit_4,5.00,3,4,3.01,10.41
4920.00,4980.00,120.00,13.34,d_rp1_exit_5,5.00,2,2,1.25,13.38
4980.00,5040.00,180.00,12.28,d_rp1_exit_1,5.00,3,3,2.04,12.34
4980.00,5040.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
4980.00,5040.00,120.00,10.68,d_rp1_exit_3,5.00,2,2,1.56,10.77
4980.00,5040.00,180.00,8.95,d_rp1_exit_4,5.00,3,2,2.20,8.98
4980.00,5040.00,240.00,13.00,d_rp1_exit_5,5.00,4,4,2.56,13.02
5040.00,5100.00,180.00,11.80,d_rp1_exit_1,5.00,3,3,2.12,11.85
5040.00,5100.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
5040.00,5100.00,120.00,9.89,d_rp1_exit_3,5.00,2,2,1.68,10.02
5040.00,5100.00,300.00,10.22,d_rp1_exit_4,5.00,5,5,4.08,10.50
5040.00,5100.00,60.00,11.95,d_rp1_exit_5,5.00,1,1,0.70,11.95
5100.00,5160.00,120.00,11.15,d_rp1_exit_1,5.00,2,3,1.70,11.15
5100.00,5160.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
5100.00,5160.00,300.00,11.38,d_rp1_exit_3,5.00,5,5,3.66,11.43
5100.00,5160.00,120.00,11.96,d_rp1_exit_4,5.00,2,2,1.39,12.05
5100.00,5160.00,180.00,11.54,d_rp1_exit_5,5.00,3,3,2.17,11.64
5160.00,5220.00,180.00,11.58,d_rp1_exit_1,5.00,3,2,1.96,11.73
5160.00,5220.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
5160.00,5220.00,180.00,11.70,d_rp1_exit_3,5.00,3,3,2.14,11.75
5160.00,5220.00,180.00,9.59,d_rp1_exit_4,5.00,3,3,2.61,9.78
5160.00,5220.00,180.00,12.14,d_rp1_exit_5,5.00,3,3,2.06,12.28
5220.00,5280.00,180.00,11.12,d_rp1_exit_1,5.00,3,3,2.25,11.13
5220.00,5280.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
5220.00,5280.00,60.00,10.66,d_rp1_exit_3,5.00,1,1,0.78,10.66
5220.00,5280.00,120.00,11.27,d_rp1_exit_4,5.00,2,2,1.48,11.28
5220.00,5280.00,60.00,15.19,d_rp1_exit_5,5.00,1,1,0.55,15.19
5280.00,5340.00,0.00,-1.00,d_rp1_exit_1,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_exit_3,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_exit_4,-1.00,0,0,0.00,-1.00
5280.00,5340.00,0.00,-1.00,d_rp1_exit_5,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_exit_1,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_exit_3,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_exit_4,-1.00,0,0,0.00,-1.00
5340.00,5400.00,0.00,-1.00,d_rp1_exit_5,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_exit_1,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_exit_2,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_exit_3,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_exit_4,-1.00,0,0,0.00,-1.00
5400.00,5433.00,0.00,-1.00,d_rp1_exit_5,-1.00,0,0,0.00,-1.00
