interval_begin,interval_end,interval_id,edge_arrived,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_sampledSeconds
1320.00,1380.00,e_r2pn_0_to_rp1,0,0,7,881567590#1,1,1,7,56.52
1320.00,1380.00,e_r2pn_1_to_rp1,0,1,3,1107701847.173,0,0,4,7.52
1320.00,1380.00,e_r2pn_1_to_rp1,0,0,7,881567590#1,1,1,7,56.52
1320.00,1380.00,e_plsr_to_rp1,0,1,8,22674672,0,0,15,312.45
1320.00,1380.00,e_plsr_to_rp1,0,0,14,591402342#0,0,0,15,258.63
1320.00,1380.00,e_plsr_to_rp1,0,0,15,591402342#1,0,0,14,86.02
1320.00,1380.00,e_plsr_to_rp1,0,0,14,689277290#0,0,0,12,101.72
1320.00,1380.00,e_plsr_to_rp1,0,0,12,689277290#1,0,0,12,33.81
1320.00,1380.00,e_grgn_to_rp1,0,0,6,34778584#0,0,0,6,75.96
1320.00,1380.00,e_grgn_to_rp1,0,0,6,34778584#1,0,0,6,8.97
1380.00,1440.00,e_r2ps_to_rp1,0,0,1,689277284#1,0,0,0,1016.48
1380.00,1440.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,0,60.00
1380.00,1440.00,e_r2pn_0_to_rp1,0,0,16,689277282,0,0,15,334.86
1380.00,1440.00,e_r2pn_0_to_rp1,0,0,22,881567590#0,8,8,20,111.00
1380.00,1440.00,e_r2pn_0_to_rp1,0,0,19,881567590#1,2,2,20,29.43
1380.00,1440.00,e_r2pn_1_to_rp1,0,0,5,1107701847.173,0,0,5,6.99
1380.00,1440.00,e_r2pn_1_to_rp1,0,0,19,881567590#1,2,2,20,29.43
1380.00,1440.00,e_plsr_to_rp1,0,0,8,22674672,0,0,4,324.58
1380.00,1440.00,e_plsr_to_rp1,0,0,4,591402342#0,0,0,2,335.71
1380.00,1440.00,e_plsr_to_rp1,0,0,3,591402342#1,0,0,2,115.61
1380.00,1440.00,e_plsr_to_rp1,0,0,3,689277290#0,0,0,4,123.30
1380.00,1440.00,e_plsr_to_rp1,0,0,4,689277290#1,0,0,3,49.58
1380.00,1440.00,e_grgn_to_rp1,0,0,8,34778584#0,0,0,5,87.66
1380.00,1440.00,e_grgn_to_rp1,0,0,5,34778584#1,0,0,4,17.37
1440.00,1500.00,e_r2ps_to_rp1,0,0,0,689277284#1,0,0,1,1020.00
1440.00,1500.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,1,58.97
1440.00,1500.00,e_r2pn_0_to_rp1,0,0,6,689277282,0,0,6,157.19
1440.00,1500.00,e_r2pn_0_to_rp1,0,0,7,881567590#0,1,1,6,198.88
1440.00,1500.00,e_r2pn_0_to_rp1,0,0,7,881567590#1,0,0,7,92.07
1440.00,1500.00,e_r2pn_1_to_rp1,0,0,5,1107701847.173,0,0,5,7.97
1440.00,1500.00,e_r2pn_1_to_rp1,0,0,7,881567590#1,0,0,7,92.07
1440.00,1500.00,e_plsr_to_rp1,0,0,3,22674672,0,0,1,462.17
1440.00,1500.00,e_plsr_to_rp1,0,0,1,591402342#0,0,0,1,352.12
1440.00,1500.00,e_plsr_to_rp1,0,0,1,591402342#1,0,0,1,116.10
1440.00,1500.00,e_plsr_to_rp1,0,0,1,689277290#0,0,0,1,117.02
1440.00,1500.00,e_plsr_to_rp1,0,0,1,689277290#1,0,0,2,20.00
1440.00,1500.00,e_grgn_to_rp1,0,0,4,34778584#0,0,0,2,379.65
1440.00,1500.00,e_grgn_to_rp1,0,0,1,34778584#1,0,0,2,52.38
1500.00,1560.00,e_r2ps_to_rp1,0,0,4,689277284#1,0,0,3,935.51
1500.00,1560.00,e_r2ps_to_rp1,0,0,4,689277284#2,0,0,3,49.14
1500.00,1560.00,e_r2pn_0_to_rp1,0,0,9,689277282,0,0,4,416.14
1500.00,1560.00,e_r2pn_0_to_rp1,0,0,9,881567590#0,1,1,10,158.87
1500.00,1560.00,e_r2pn_0_to_rp1,0,0,10,881567590#1,1,1,9,33.01
1500.00,1560.00,e_r2pn_1_to_rp1,0,0,4,1107701847.173,0,0,4,6.44
1500.00,1560.00,e_r2pn_1_to_rp1,0,0,10,881567590#1,1,1,9,33.01
1500.00,1560.00,e_plsr_to_rp1,1,0,5,22674672,0,0,7,379.43
1500.00,1560.00,e_plsr_to_rp1,0,0,8,591402342#0,0,0,8,330.46
1500.00,1560.00,e_plsr_to_rp1,0,0,8,591402342#1,0,0,7,107.69
1500.00,1560.00,e_plsr_to_rp1,0,0,7,689277290#0,0,0,6,117.90
1500.00,1560.00,e_plsr_to_rp1,0,0,6,689277290#1,0,0,5,48.16
1500.00,1560.00,e_grgn_to_rp1,0,0,7,34778584#0,0,0,12,169.65
1500.00,1560.00,e_grgn_to_rp1,0,0,13,34778584#1,0,0,13,23.02
1560.00,1620.00,e_r2ps_to_rp1,0,0,0,689277284#1,0,0,2,1009.64
1560.00,1620.00,e_r2ps_to_rp1,0,0,2,689277284#2,0,0,3,23.68
1560.00,1620.00,e_r2pn_0_to_rp1,0,0,4,689277282,0,0,6,393.62
1560.00,1620.00,e_r2pn_0_to_rp1,0,0,13,881567590#0,1,1,14,190.28
1560.00,1620.00,e_r2pn_0_to_rp1,0,0,14,881567590#1,0,0,15,33.02
1560.00,1620.00,e_r2pn_1_to_rp1,0,0,6,1107701847.173,0,0,6,9.31
1560.00,1620.00,e_r2pn_1_to_rp1,0,0,14,881567590#1,0,0,15,33.02
1560.00,1620.00,e_plsr_to_rp1,0,0,5,22674672,0,0,3,440.10
1560.00,1620.00,e_plsr_to_rp1,0,0,2,591402342#0,0,0,5,338.21
1560.00,1620.00,e_plsr_to_rp1,0,0,4,591402342#1,0,0,5,139.30
1560.00,1620.00,e_plsr_to_rp1,0,0,5,689277290#0,0,0,7,145.24
1560.00,1620.00,e_plsr_to_rp1,0,0,6,689277290#1,0,0,7,42.15
1560.00,1620.00,e_grgn_to_rp1,0,0,4,34778584#0,0,0,4,39.72
1560.00,1620.00,e_grgn_to_rp1,0,0,4,34778584#1,0,0,4,3.64
1620.00,1680.00,e_r2ps_to_rp1,0,0,3,689277284#1,0,0,5,749.01
1620.00,1680.00,e_r2ps_to_rp1,0,0,5,689277284#2,0,0,4,53.44
1620.00,1680.00,e_r2pn_0_to_rp1,0,0,8,689277282,0,0,10,421.11
1620.00,1680.00,e_r2pn_0_to_rp1,0,0,16,881567590#0,2,2,16,137.45
1620.00,1680.00,e_r2pn_0_to_rp1,0,0,16,881567590#1,1,1,16,28.34
1620.00,1680.00,e_r2pn_1_to_rp1,0,0,7,1107701847.173,0,0,7,10.33
1620.00,1680.00,e_r2pn_1_to_rp1,0,0,16,881567590#1,1,1,16,28.34
1620.00,1680.00,e_plsr_to_rp1,0,0,9,22674672,0,0,11,367.66
1620.00,1680.00,e_plsr_to_rp1,0,1,12,591402342#0,0,0,10,290.16
1620.00,1680.00,e_plsr_to_rp1,0,0,10,591402342#1,0,0,10,73.82
1620.00,1680.00,e_plsr_to_rp1,0,0,10,689277290#0,0,0,9,109.82
1620.00,1680.00,e_plsr_to_rp1,0,0,10,689277290#1,0,0,9,20.59
1620.00,1680.00,e_grgn_to_rp1,0,0,5,34778584#0,0,0,5,51.66
1620.00,1680.00,e_grgn_to_rp1,1,0,5,34778584#1,0,0,4,9.90
1680.00,1740.00,e_r2ps_to_rp1,0,0,2,689277284#1,0,0,0,873.04
1680.00,1740.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,0,60.00
1680.00,1740.00,e_r2pn_0_to_rp1,0,0,5,689277282,0,0,7,190.48
1680.00,1740.00,e_r2pn_0_to_rp1,0,0,13,881567590#0,3,3,14,142.55
1680.00,1740.00,e_r2pn_0_to_rp1,0,0,13,881567590#1,0,0,13,52.36
1680.00,1740.00,e_r2pn_1_to_rp1,0,0,3,1107701847.173,0,0,3,4.55
1680.00,1740.00,e_r2pn_1_to_rp1,0,0,13,881567590#1,0,0,13,52.36
1680.00,1740.00,e_plsr_to_rp1,0,0,10,22674672,0,0,7,362.63
1680.00,1740.00,e_plsr_to_rp1,0,0,7,591402342#0,0,0,8,312.61
1680.00,1740.00,e_plsr_to_rp1,0,0,8,591402342#1,0,0,8,121.37
1680.00,1740.00,e_plsr_to_rp1,0,0,8,689277290#0,0,0,8,102.92
1680.00,1740.00,e_plsr_to_rp1,0,0,8,689277290#1,0,0,8,52.03
1680.00,1740.00,e_grgn_to_rp1,0,0,5,34778584#0,0,0,5,77.98
1680.00,1740.00,e_grgn_to_rp1,0,0,5,34778584#1,0,0,5,11.33
1740.00,1800.00,e_r2ps_to_rp1,0,0,2,689277284#1,0,0,0,972.68
1740.00,1800.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,0,60.00
1740.00,1800.00,e_r2pn_0_to_rp1,1,0,6,689277282,0,0,5,66.47
1740.00,1800.00,e_r2pn_0_to_rp1,0,0,11,881567590#0,3,3,12,51.04
1740.00,1800.00,e_r2pn_0_to_rp1,0,0,13,881567590#1,0,0,12,24.54
1740.00,1800.00,e_r2pn_1_to_rp1,0,0,4,1107701847.173,0,0,4,6.03
1740.00,1800.00,e_r2pn_1_to_rp1,0,0,13,881567590#1,0,0,12,24.54
1740.00,1800.00,e_plsr_to_rp1,0,0,2,22674672,0,0,2,461.38
1740.00,1800.00,e_plsr_to_rp1,0,0,3,591402342#0,0,0,2,378.75
1740.00,1800.00,e_plsr_to_rp1,0,0,2,591402342#1,0,0,2,112.82
1740.00,1800.00,e_plsr_to_rp1,0,0,2,689277290#0,0,0,2,110.43
1740.00,1800.00,e_plsr_to_rp1,0,0,2,689277290#1,0,0,2,57.27
1740.00,1800.00,e_grgn_to_rp1,0,1,6,34778584#0,0,0,6,126.02
1740.00,1800.00,e_grgn_to_rp1,0,0,6,34778584#1,0,0,6,20.20
1800.00,1860.00,e_r2ps_to_rp1,0,0,0,689277284#1,0,0,0,1020.00
1800.00,1860.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,0,60.00
1800.00,1860.00,e_r2pn_0_to_rp1,1,0,6,689277282,0,0,7,58.61
1800.00,1860.00,e_r2pn_0_to_rp1,0,0,7,881567590#0,1,1,7,26.84
1800.00,1860.00,e_r2pn_0_to_rp1,0,0,7,881567590#1,1,1,8,24.49
1800.00,1860.00,e_r2pn_1_to_rp1,1,0,2,1107701847.173,0,0,1,3.68
1800.00,1860.00,e_r2pn_1_to_rp1,0,0,7,881567590#1,1,1,8,24.49
1800.00,1860.00,e_plsr_to_rp1,0,0,0,22674672,0,0,0,480.00
1800.00,1860.00,e_plsr_to_rp1,0,0,1,591402342#0,0,0,1,361.73
1800.00,1860.00,e_plsr_to_rp1,0,0,1,591402342#1,0,0,1,115.91
1800.00,1860.00,e_plsr_to_rp1,0,0,2,689277290#0,0,0,1,118.45
1800.00,1860.00,e_plsr_to_rp1,0,0,1,689277290#1,0,0,2,52.46
1800.00,1860.00,e_grgn_to_rp1,0,1,9,34778584#0,0,0,9,102.29
1800.00,1860.00,e_grgn_to_rp1,0,0,9,34778584#1,0,0,9,18.33
1860.00,1920.00,e_r2ps_to_rp1,0,0,0,689277284#1,0,0,0,1020.00
1860.00,1920.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,1,60.00
1860.00,1920.00,e_r2pn_0_to_rp1,0,0,6,689277282,0,0,4,56.24
1860.00,1920.00,e_r2pn_0_to_rp1,0,0,10,881567590#0,3,3,10,23.61
1860.00,1920.00,e_r2pn_0_to_rp1,0,1,10,881567590#1,0,0,11,27.00
1860.00,1920.00,e_r2pn_1_to_rp1,0,0,6,1107701847.173,0,0,6,9.56
1860.00,1920.00,e_r2pn_1_to_rp1,0,1,10,881567590#1,0,0,11,27.00
1860.00,1920.00,e_plsr_to_rp1,0,0,0,22674672,0,0,0,480.00
1860.00,1920.00,e_plsr_to_rp1,0,0,0,591402342#0,0,0,0,360.00
1860.00,1920.00,e_plsr_to_rp1,0,0,0,591402342#1,0,0,0,120.00
1860.00,1920.00,e_plsr_to_rp1,0,0,1,689277290#0,0,0,1,170.47
1860.00,1920.00,e_plsr_to_rp1,0,0,1,689277290#1,0,0,0,47.77
1860.00,1920.00,e_grgn_to_rp1,0,0,3,34778584#0,0,0,6,57.51
1860.00,1920.00,e_grgn_to_rp1,0,0,5,34778584#1,0,0,5,16.67
1920.00,1980.00,e_r2ps_to_rp1,0,0,1,689277284#1,0,0,4,963.19
1920.00,1980.00,e_r2ps_to_rp1,0,0,4,689277284#2,0,0,3,48.05
1920.00,1980.00,e_r2pn_0_to_rp1,0,0,10,689277282,0,0,10,109.23
1920.00,1980.00,e_r2pn_0_to_rp1,0,0,15,881567590#0,7,7,14,122.40
1920.00,1980.00,e_r2pn_0_to_rp1,0,0,14,881567590#1,0,0,14,46.03
1920.00,1980.00,e_r2pn_1_to_rp1,0,0,6,1107701847.173,0,0,6,9.16
1920.00,1980.00,e_r2pn_1_to_rp1,0,0,14,881567590#1,0,0,14,46.03
1920.00,1980.00,e_plsr_to_rp1,0,0,3,22674672,0,0,6,418.19
1920.00,1980.00,e_plsr_to_rp1,0,0,7,591402342#0,0,0,7,320.35
1920.00,1980.00,e_plsr_to_rp1,0,0,6,591402342#1,0,0,8,112.33
1920.00,1980.00,e_plsr_to_rp1,0,0,7,689277290#0,0,0,8,132.45
1920.00,1980.00,e_plsr_to_rp1,2,0,8,689277290#1,0,0,6,45.20
1920.00,1980.00,e_grgn_to_rp1,0,0,5,34778584#0,0,0,5,48.16
1920.00,1980.00,e_grgn_to_rp1,0,0,5,34778584#1,0,0,5,4.94
1980.00,2040.00,e_r2ps_to_rp1,0,0,3,689277284#1,0,0,0,983.28
1980.00,2040.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,0,60.00
1980.00,2040.00,e_r2pn_0_to_rp1,0,0,4,689277282,0,0,5,36.91
1980.00,2040.00,e_r2pn_0_to_rp1,0,0,11,881567590#0,0,0,12,62.84
1980.00,2040.00,e_r2pn_0_to_rp1,0,0,11,881567590#1,0,0,10,29.67
1980.00,2040.00,e_r2pn_1_to_rp1,0,0,4,1107701847.173,0,0,4,5.46
1980.00,2040.00,e_r2pn_1_to_rp1,0,0,11,881567590#1,0,0,10,29.67
1980.00,2040.00,e_plsr_to_rp1,0,0,14,22674672,0,0,12,322.49
1980.00,2040.00,e_plsr_to_rp1,0,0,13,591402342#0,0,0,13,286.41
1980.00,2040.00,e_plsr_to_rp1,0,0,14,591402342#1,0,0,12,85.42
1980.00,2040.00,e_plsr_to_rp1,0,0,13,689277290#0,0,0,13,100.55
1980.00,2040.00,e_plsr_to_rp1,0,0,13,689277290#1,0,0,14,36.03
1980.00,2040.00,e_grgn_to_rp1,0,0,7,34778584#0,0,0,5,66.90
1980.00,2040.00,e_grgn_to_rp1,0,0,6,34778584#1,0,0,6,9.81
2040.00,2100.00,e_r2ps_to_rp1,0,0,1,689277284#1,0,0,3,986.32
2040.00,2100.00,e_r2ps_to_rp1,0,0,3,689277284#2,0,0,3,51.78
2040.00,2100.00,e_r2pn_0_to_rp1,0,0,7,689277282,0,0,6,70.50
2040.00,2100.00,e_r2pn_0_to_rp1,0,0,6,881567590#0,1,1,4,145.22
2040.00,2100.00,e_r2pn_0_to_rp1,1,0,5,881567590#1,0,0,4,75.22
2040.00,2100.00,e_r2pn_1_to_rp1,0,0,3,1107701847.173,0,0,3,4.60
2040.00,2100.00,e_r2pn_1_to_rp1,1,0,5,881567590#1,0,0,4,75.22
2040.00,2100.00,e_plsr_to_rp1,0,0,2,22674672,0,0,2,464.81
2040.00,2100.00,e_plsr_to_rp1,0,0,3,591402342#0,0,0,3,366.50
2040.00,2100.00,e_plsr_to_rp1,0,0,2,591402342#1,0,0,3,111.36
2040.00,2100.00,e_plsr_to_rp1,0,0,3,689277290#0,0,0,4,114.28
2040.00,2100.00,e_plsr_to_rp1,0,0,4,689277290#1,0,0,4,38.30
2040.00,2100.00,e_grgn_to_rp1,0,0,8,34778584#0,0,0,9,92.71
2040.00,2100.00,e_grgn_to_rp1,0,0,9,34778584#1,0,0,9,9.41
2100.00,2160.00,e_r2ps_to_rp1,0,0,3,689277284#1,0,0,1,966.99
2100.00,2160.00,e_r2ps_to_rp1,0,0,1,689277284#2,0,0,1,47.87
2100.00,2160.00,e_r2pn_0_to_rp1,0,0,3,689277282,0,0,4,56.01
2100.00,2160.00,e_r2pn_0_to_rp1,0,0,7,881567590#0,3,3,7,125.86
2100.00,2160.00,e_r2pn_0_to_rp1,0,0,6,881567590#1,1,1,6,31.50
2100.00,2160.00,e_r2pn_1_to_rp1,0,0,2,1107701847.173,0,0,2,2.88
2100.00,2160.00,e_r2pn_1_to_rp1,0,0,6,881567590#1,1,1,6,31.50
2100.00,2160.00,e_plsr_to_rp1,0,0,6,22674672,0,0,5,429.74
2100.00,2160.00,e_plsr_to_rp1,0,0,6,591402342#0,0,0,6,335.95
2100.00,2160.00,e_plsr_to_rp1,0,0,7,591402342#1,0,0,6,100.11
2100.00,2160.00,e_plsr_to_rp1,0,0,6,689277290#0,0,0,5,130.11
2100.00,2160.00,e_plsr_to_rp1,0,0,4,689277290#1,0,0,3,33.38
2100.00,2160.00,e_grgn_to_rp1,0,0,11,34778584#0,0,0,10,199.43
2100.00,2160.00,e_grgn_to_rp1,0,0,10,34778584#1,0,0,10,10.36
2160.00,2220.00,e_r2ps_to_rp1,0,0,0,689277284#1,0,0,0,1020.00
2160.00,2220.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,1,57.68
2160.00,2220.00,e_r2pn_0_to_rp1,0,0,8,689277282,0,0,8,80.02
2160.00,2220.00,e_r2pn_0_to_rp1,0,0,10,881567590#0,3,3,12,98.45
2160.00,2220.00,e_r2pn_0_to_rp1,0,0,13,881567590#1,1,1,14,30.58
2160.00,2220.00,e_r2pn_1_to_rp1,0,0,1,1107701847.173,0,0,1,1.65
2160.00,2220.00,e_r2pn_1_to_rp1,0,0,13,881567590#1,1,1,14,30.58
2160.00,2220.00,e_plsr_to_rp1,0,0,3,22674672,0,0,5,447.79
2160.00,2220.00,e_plsr_to_rp1,1,0,4,591402342#0,0,0,4,348.35
2160.00,2220.00,e_plsr_to_rp1,0,0,4,591402342#1,0,0,3,110.62
2160.00,2220.00,e_plsr_to_rp1,0,0,2,689277290#0,0,0,1,170.33
2160.00,2220.00,e_plsr_to_rp1,0,0,2,689277290#1,0,0,3,27.03
2160.00,2220.00,e_grgn_to_rp1,0,0,12,34778584#0,0,0,11,254.14
2160.00,2220.00,e_grgn_to_rp1,0,0,11,34778584#1,0,0,11,33.35
2220.00,2280.00,e_r2ps_to_rp1,0,0,2,689277284#1,0,0,2,977.18
2220.00,2280.00,e_r2ps_to_rp1,0,0,2,689277284#2,0,0,1,45.69
2220.00,2280.00,e_r2pn_0_to_rp1,0,0,6,689277282,0,0,6,65.54
2220.00,2280.00,e_r2pn_0_to_rp1,0,0,10,881567590#0,2,2,9,47.59
2220.00,2280.00,e_r2pn_0_to_rp1,0,0,9,881567590#1,0,0,9,25.97
2220.00,2280.00,e_r2pn_1_to_rp1,0,0,4,1107701847.173,0,0,3,4.70
2220.00,2280.00,e_r2pn_1_to_rp1,0,0,9,881567590#1,0,0,9,25.97
2220.00,2280.00,e_plsr_to_rp1,0,0,4,22674672,0,0,3,444.23
2220.00,2280.00,e_plsr_to_rp1,0,0,2,591402342#0,0,0,0,401.40
2220.00,2280.00,e_plsr_to_rp1,0,0,0,591402342#1,0,0,0,180.00
2220.00,2280.00,e_plsr_to_rp1,0,0,1,689277290#0,0,0,1,176.09
2220.00,2280.00,e_plsr_to_rp1,0,0,1,689277290#1,0,0,0,35.73
2220.00,2280.00,e_grgn_to_rp1,0,0,7,34778584#0,0,0,6,257.48
2220.00,2280.00,e_grgn_to_rp1,0,0,5,34778584#1,0,0,5,38.41
2280.00,2340.00,e_r2ps_to_rp1,0,0,0,689277284#1,0,0,0,1020.00
2280.00,2340.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,0,60.00
2280.00,2340.00,e_r2pn_0_to_rp1,0,0,5,689277282,0,0,6,56.30
2280.00,2340.00,e_r2pn_0_to_rp1,0,0,8,881567590#0,3,3,7,90.13
2280.00,2340.00,e_r2pn_0_to_rp1,0,0,7,881567590#1,1,1,7,29.27
2280.00,2340.00,e_r2pn_1_to_rp1,0,0,2,1107701847.173,0,0,3,4.01
2280.00,2340.00,e_r2pn_1_to_rp1,0,0,7,881567590#1,1,1,7,29.27
2280.00,2340.00,e_plsr_to_rp1,0,0,1,22674672,0,0,0,526.60
2280.00,2340.00,e_plsr_to_rp1,0,0,0,591402342#0,0,0,0,420.00
2280.00,2340.00,e_plsr_to_rp1,0,0,0,591402342#1,0,0,0,180.00
2280.00,2340.00,e_plsr_to_rp1,0,0,0,689277290#0,0,0,1,179.44
2280.00,2340.00,e_plsr_to_rp1,0,0,1,689277290#1,0,0,1,43.38
2280.00,2340.00,e_grgn_to_rp1,0,0,6,34778584#0,0,0,8,174.75
2280.00,2340.00,e_grgn_to_rp1,0,0,9,34778584#1,0,0,8,43.08
2340.00,2400.00,e_r2ps_to_rp1,0,0,1,689277284#1,0,0,2,985.56
2340.00,2400.00,e_r2ps_to_rp1,0,0,2,689277284#2,0,0,3,43.96
2340.00,2400.00,e_r2pn_0_to_rp1,0,0,2,689277282,0,0,0,16.12
2340.00,2400.00,e_r2pn_0_to_rp1,0,0,5,881567590#0,1,1,7,104.06
2340.00,2400.00,e_r2pn_0_to_rp1,0,0,7,881567590#1,0,0,7,22.17
2340.00,2400.00,e_r2pn_1_to_rp1,0,0,5,1107701847.173,0,0,4,6.48
2340.00,2400.00,e_r2pn_1_to_rp1,0,0,7,881567590#1,0,0,7,22.17
2340.00,2400.00,e_plsr_to_rp1,0,0,0,22674672,0,0,0,530.48
2340.00,2400.00,e_plsr_to_rp1,0,0,3,591402342#0,0,0,3,390.34
2340.00,2400.00,e_plsr_to_rp1,0,0,3,591402342#1,0,0,3,127.51
2340.00,2400.00,e_plsr_to_rp1,0,0,3,689277290#0,0,0,2,168.30
2340.00,2400.00,e_plsr_to_rp1,0,0,2,689277290#1,0,0,2,42.82
2340.00,2400.00,e_grgn_to_rp1,0,0,5,34778584#0,0,0,6,242.81
2340.00,2400.00,e_grgn_to_rp1,0,0,6,34778584#1,0,0,6,42.92
2400.00,2460.00,e_r2ps_to_rp1,0,0,4,689277284#1,0,0,12,676.07
2400.00,2460.00,e_r2ps_to_rp1,0,0,12,689277284#2,0,0,11,34.12
2400.00,2460.00,e_r2pn_0_to_rp1,0,0,7,689277282,0,0,8,65.22
2400.00,2460.00,e_r2pn_0_to_rp1,0,1,12,881567590#0,2,2,12,91.95
2400.00,2460.00,e_r2pn_0_to_rp1,0,0,12,881567590#1,0,0,12,59.49
2400.00,2460.00,e_r2pn_1_to_rp1,0,0,3,1107701847.173,0,0,4,5.13
2400.00,2460.00,e_r2pn_1_to_rp1,0,0,12,881567590#1,0,0,12,59.49
2400.00,2460.00,e_plsr_to_rp1,0,0,3,22674672,0,0,7,428.16
2400.00,2460.00,e_plsr_to_rp1,0,0,6,591402342#0,0,0,8,359.15
2400.00,2460.00,e_plsr_to_rp1,0,0,7,591402342#1,0,0,9,135.93
2400.00,2460.00,e_plsr_to_rp1,0,0,7,689277290#0,0,0,8,126.89
2400.00,2460.00,e_plsr_to_rp1,0,0,7,689277290#1,0,0,7,33.30
2400.00,2460.00,e_grgn_to_rp1,0,0,5,34778584#0,0,0,4,50.89
2400.00,2460.00,e_grgn_to_rp1,0,0,4,34778584#1,0,0,5,19.29
2460.00,2520.00,e_r2ps_to_rp1,0,0,2,689277284#1,0,0,2,488.71
2460.00,2520.00,e_r2ps_to_rp1,0,0,2,689277284#2,0,0,2,52.25
2460.00,2520.00,e_r2pn_0_to_rp1,0,0,10,689277282,0,0,8,102.24
2460.00,2520.00,e_r2pn_0_to_rp1,0,0,12,881567590#0,1,1,11,156.12
2460.00,2520.00,e_r2pn_0_to_rp1,0,0,11,881567590#1,2,2,11,43.98
2460.00,2520.00,e_r2pn_1_to_rp1,0,0,7,1107701847.173,0,0,7,10.44
2460.00,2520.00,e_r2pn_1_to_rp1,0,0,11,881567590#1,2,2,11,43.98
2460.00,2520.00,e_plsr_to_rp1,0,0,5,22674672,0,0,2,448.82
2460.00,2520.00,e_plsr_to_rp1,0,0,2,591402342#0,0,0,2,391.84
2460.00,2520.00,e_plsr_to_rp1,0,0,3,591402342#1,0,0,2,138.50
2460.00,2520.00,e_plsr_to_rp1,0,0,4,689277290#0,0,0,4,160.64
2460.00,2520.00,e_plsr_to_rp1,0,0,5,689277290#1,0,0,5,34.37
2460.00,2520.00,e_grgn_to_rp1,0,0,10,34778584#0,0,0,9,306.24
2460.00,2520.00,e_grgn_to_rp1,0,0,9,34778584#1,0,0,9,28.42
2520.00,2580.00,e_r2ps_to_rp1,0,0,1,689277284#1,0,0,1,441.94
2520.00,2580.00,e_r2ps_to_rp1,0,0,1,689277284#2,0,0,1,49.36
2520.00,2580.00,e_r2pn_0_to_rp1,0,0,9,689277282,0,0,8,179.36
2520.00,2580.00,e_r2pn_0_to_rp1,0,0,10,881567590#0,3,3,11,119.56
2520.00,2580.00,e_r2pn_0_to_rp1,0,0,10,881567590#1,0,0,10,14.57
2520.00,2580.00,e_r2pn_1_to_rp1,0,0,0,1107701847.173,0,0,0,0.00
2520.00,2580.00,e_r2pn_1_to_rp1,0,0,10,881567590#1,0,0,10,14.57
2520.00,2580.00,e_plsr_to_rp1,0,0,6,22674672,0,0,7,400.36
2520.00,2580.00,e_plsr_to_rp1,0,0,8,591402342#0,0,0,7,345.96
2520.00,2580.00,e_plsr_to_rp1,0,0,7,591402342#1,0,0,7,120.79
2520.00,2580.00,e_plsr_to_rp1,1,0,7,689277290#0,0,0,6,116.90
2520.00,2580.00,e_plsr_to_rp1,0,0,6,689277290#1,0,0,6,50.97
2520.00,2580.00,e_grgn_to_rp1,0,0,6,34778584#0,0,0,7,112.36
2520.00,2580.00,e_grgn_to_rp1,0,0,7,34778584#1,0,0,7,32.14
2580.00,2640.00,e_r2ps_to_rp1,0,0,4,689277284#1,0,0,0,618.85
2580.00,2640.00,e_r2ps_to_rp1,0,0,0,689277284#2,0,0,0,60.00
2580.00,2640.00,e_r2pn_0_to_rp1,0,0,1,689277282,0,0,4,21.64
2580.00,2640.00,e_r2pn_0_to_rp1,0,0,10,881567590#0,2,2,11,54.22
2580.00,2640.00,e_r2pn_0_to_rp1,0,0,12,881567590#1,0,0,12,21.32
2580.00,2640.00,e_r2pn_1_to_rp1,0,0,5,1107701847.173,0,0,5,6.52
2580.00,2640.00,e_r2pn_1_to_rp1,0,0,12,881567590#1,0,0,12,21.32
2580.00,2640.00,e_plsr_to_rp1,0,0,5,22674672,0,0,3,442.12
2580.00,2640.00,e_plsr_to_rp1,0,0,3,591402342#0,0,0,3,338.65
2580.00,2640.00,e_plsr_to_rp1,0,0,3,591402342#1,0,0,2,158.46
2580.00,2640.00,e_plsr_to_rp1,0,0,2,689277290#0,0,0,2,163.59
2580.00,2640.00,e_plsr_to_rp1,0,0,2,689277290#1,0,0,2,58.77
2580.00,2640.00,e_grgn_to_rp1,1,0,6,34778584#0,0,0,6,69.01
2580.00,2640.00,e_grgn_to_rp1,0,0,6,34778584#1,0,0,6,6.03
2640.00,2700.00,e_r2ps_to_rp1,0,0,0,689277284#1,0,0,1,688.67
2640.00,2700.00,e_r2ps_to_rp1,0,0,1,689277284#2,0,0,1,50.99
2640.00,2700.00,e_r2pn_0_to_rp1,0,0,6,689277282,0,0,6,62.35
2640.00,2700.00,e_r2pn_0_to_rp1,0,0,9,881567590#0,0,0,8,39.94
2640.00,2700.00,e_r2pn_0_to_rp1,1,0,7,881567590#1,0,0,6,43.62
