interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
2280.00,2340.00,e_r2ps_to_ach1_mgp_1,0,133.33,0,1,689277284#0,0,0,133.33,0,66.35,1429.41,655.00,0.06,0.00,653.06,1346.54,591.00
2280.00,2340.00,e_r2ps_to_ach1_mgp_1,0,,0,0,689277288#0,0,0,,0,,,0.00,,,,,
2280.00,2340.00,e_r2ps_to_ach1_mgp_1,0,,0,0,689277288#1,0,0,,0,,,0.00,,,,,
2280.00,2340.00,e_r2ps_to_ach1_mgp_1,0,0.82,0,0,689277288#2,0,0,0.82,1,0.38,6.42,3.81,12.79,0.92,0.29,5.71,0.00
2280.00,2340.00,e_r2ps_to_ach1_mgp_1,0,160.81,0,20,881567591#0,12,12,80.41,24,38.81,28.46,648.01,2.54,0.30,449.69,27.41,161.00
2280.00,2340.00,e_r2ps_to_ach1_mgp_1,0,191.11,0,25,881567591#1,1,1,95.56,21,44.63,21.79,492.95,2.20,0.26,361.23,20.28,159.00
2280.00,2340.00,e_r2ps_to_ach1_mgp_1,0,248.34,0,21,881567591#2,0,0,124.17,23,52.46,8.91,197.43,2.05,0.25,152.75,7.58,68.00
2280.00,2340.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,0,689277284#1,0,0,133.33,0,67.06,100000.00,1020.00,0.00,0.00,1020.00,100000.00,1020.00
2280.00,2340.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,0,689277284#2,0,0,133.33,0,94.57,100000.00,60.00,0.00,0.00,60.00,,60.00
2280.00,2340.00,e_r2ps_to_ach1_mgp_2,0,148.26,0,16,689277281#7,11,11,74.13,15,30.41,18.21,270.17,1.94,0.14,228.88,16.18,96.00
2280.00,2340.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,16,689277286#0,0,0,133.33,15,48.31,3.34,50.91,2.99,0.22,39.62,2.14,10.00
2280.00,2340.00,e_r2ps_to_ach1_mgp_2,0,91.58,1,15,689277286#1,0,0,91.58,19,42.06,18.58,324.59,3.45,0.25,238.93,17.11,30.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_1,0,59.91,12,0,814259719,3,3,29.96,9,15.06,328.30,3721.52,3.17,0.16,3104.76,322.64,2873.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_1,0,123.63,0,1,689277284#0,0,0,123.63,8,60.99,133.18,602.64,0.65,0.03,582.85,138.67,530.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_1,0,13.93,0,9,689277288#0,0,0,13.93,7,6.03,3.43,27.69,11.13,0.80,4.93,2.98,0.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_1,0,6.57,0,6,689277288#1,0,0,6.57,2,3.09,8.21,33.27,10.89,0.78,5.55,7.67,0.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_1,0,0.78,0,2,689277288#2,0,0,0.78,0,0.33,7.87,3.61,10.44,0.75,0.74,7.39,0.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_1,0,122.55,0,26,881567591#0,14,14,61.27,27,29.02,18.76,493.82,3.85,0.46,262.71,17.39,44.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_1,0,191.37,0,26,881567591#1,0,0,95.68,27,43.93,18.36,493.61,2.61,0.31,336.17,16.84,41.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_1,0,204.81,0,27,881567591#2,2,2,102.40,26,39.41,6.26,162.82,2.91,0.35,109.21,4.96,27.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_2,0,131.89,0,1,689277284#1,0,0,131.89,2,64.79,608.26,985.56,0.21,0.01,974.30,612.06,784.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,2,689277284#2,0,0,133.33,3,67.36,16.02,43.96,0.43,0.02,42.10,19.44,37.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_2,0,111.44,0,21,689277281#7,7,7,55.72,25,24.83,8.61,203.07,4.11,0.30,141.31,7.90,38.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_2,0,99.11,0,23,689277286#0,0,0,99.11,24,24.50,1.23,29.61,8.08,0.58,12.48,0.64,0.00
2340.00,2400.00,e_r2ps_to_ach1_mgp_2,0,56.75,0,25,689277286#1,0,0,56.75,27,26.11,7.84,201.12,8.17,0.59,75.43,7.18,0.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_1,0,59.90,23,0,814259719,13,13,29.95,25,15.04,225.18,3720.79,4.62,0.24,2817.52,224.60,2014.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_1,0,66.04,0,25,689277284#0,0,0,66.04,25,31.29,12.80,321.93,6.74,0.35,204.96,12.22,10.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_1,0,38.23,0,21,689277288#0,0,0,38.23,22,16.59,3.57,75.98,10.69,0.77,16.61,3.09,0.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_1,0,32.25,0,20,689277288#1,0,0,32.25,20,14.97,8.03,163.26,11.12,0.80,33.97,7.37,0.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_1,0,78.52,0,19,689277288#2,0,0,78.52,13,37.42,22.51,363.43,3.65,0.26,266.96,20.74,12.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_1,0,167.74,0,34,881567591#0,4,4,83.87,25,39.39,23.54,675.93,3.07,0.37,424.57,21.98,108.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_1,0,186.01,0,26,881567591#1,5,5,93.01,25,42.39,19.34,479.80,2.48,0.30,336.78,17.52,92.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_1,0,215.20,0,25,881567591#2,2,2,107.60,26,41.22,6.71,171.09,2.72,0.33,121.27,5.26,42.02
2400.00,2460.00,e_r2ps_to_ach1_mgp_2,0,90.48,0,4,689277284#1,0,0,90.48,12,44.33,67.54,676.07,1.92,0.10,605.32,66.92,247.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,12,689277284#2,0,0,133.33,11,47.35,3.03,34.12,2.26,0.12,25.78,2.03,18.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_2,0,92.21,0,30,689277281#7,10,10,46.11,27,20.11,5.92,168.03,5.97,0.43,90.83,5.18,10.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_2,0,101.28,0,25,689277286#0,0,0,101.28,25,25.74,1.23,30.26,8.09,0.58,12.11,0.64,0.00
2400.00,2460.00,e_r2ps_to_ach1_mgp_2,0,62.87,0,24,689277286#1,0,0,62.87,21,29.08,10.00,222.83,6.41,0.46,111.53,9.12,0.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_1,0,51.51,19,0,814259719,10,10,25.76,36,12.83,106.18,3199.62,9.80,0.50,1590.54,105.49,176.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_1,0,74.57,0,25,689277284#0,0,0,74.57,21,35.25,15.98,363.50,5.40,0.28,258.32,14.94,0.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_1,0,94.20,0,18,689277288#0,0,0,94.20,15,41.19,11.34,187.26,3.36,0.24,141.19,9.69,0.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_1,0,100.73,0,15,689277288#1,0,0,100.73,10,49.69,41.74,509.86,2.15,0.15,429.72,39.20,5.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_1,0,109.45,0,11,689277288#2,0,0,109.45,10,51.35,47.96,506.60,1.71,0.12,440.66,45.17,12.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_1,0,187.91,0,24,881567591#0,4,4,93.95,27,43.97,29.49,757.19,2.45,0.29,534.41,28.15,64.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_1,0,167.51,0,27,881567591#1,3,3,83.75,30,37.85,14.99,432.07,3.20,0.38,263.60,13.82,26.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_1,0,193.80,0,30,881567591#2,1,1,96.90,29,37.90,5.19,154.07,3.52,0.42,93.21,4.07,16.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_2,0,65.40,0,2,689277284#1,0,0,65.40,2,32.37,239.52,488.71,0.54,0.03,474.18,234.32,302.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,2,689277284#2,0,0,133.33,2,77.08,26.12,52.25,0.26,0.01,50.78,22.08,40.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_2,0,156.63,0,16,689277281#7,5,5,78.32,17,34.01,16.60,285.41,2.13,0.15,239.13,14.81,78.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,16,689277286#0,0,0,133.33,16,46.27,3.13,50.13,3.19,0.23,38.49,1.79,4.00
2460.00,2520.00,e_r2ps_to_ach1_mgp_2,0,98.50,0,16,689277286#1,0,0,98.50,15,44.81,22.63,349.09,2.83,0.20,272.36,20.56,11.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_1,0,38.88,15,0,814259719,7,7,19.44,19,9.65,152.43,2414.91,6.82,0.35,1573.41,150.45,17.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_1,0,106.21,0,10,689277284#0,0,0,106.21,13,50.18,44.69,517.71,1.93,0.10,464.90,42.33,0.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_1,0,114.78,0,12,689277288#0,0,0,114.78,12,50.05,19.59,228.15,1.95,0.14,195.53,16.78,0.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_1,0,112.93,0,11,689277288#1,0,0,112.93,9,53.83,61.80,571.60,1.45,0.10,509.57,59.56,135.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_1,0,108.51,0,9,689277288#2,0,0,108.51,10,52.91,52.69,502.21,1.56,0.11,444.05,48.88,67.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_1,0,194.50,0,25,881567591#0,4,4,97.25,24,46.09,32.10,783.77,2.25,0.27,564.16,30.35,202.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_1,0,193.35,0,23,881567591#1,2,2,96.67,21,45.24,22.10,498.72,2.17,0.26,366.12,20.54,106.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_1,0,246.08,0,21,881567591#2,0,0,123.04,20,51.49,9.53,195.63,1.92,0.23,153.59,7.57,59.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_2,0,59.14,0,1,689277284#1,0,0,59.14,1,29.51,441.95,441.94,0.29,0.02,435.18,440.51,387.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,1,689277284#2,0,0,133.33,1,76.35,49.36,49.36,0.14,0.01,48.64,47.76,45.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_2,0,182.35,0,17,689277281#7,8,8,91.17,14,39.12,23.66,332.28,1.50,0.11,295.26,21.00,147.18
2520.00,2580.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,14,689277286#0,0,0,133.33,14,48.87,3.43,48.21,2.91,0.21,37.99,2.32,15.00
2520.00,2580.00,e_r2ps_to_ach1_mgp_2,0,99.93,0,14,689277286#1,0,0,99.93,14,46.40,25.38,354.16,2.52,0.18,286.01,22.93,101.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_1,0,38.34,17,0,814259719,13,13,19.17,21,9.51,129.61,2381.67,8.03,0.41,1399.43,127.88,83.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_1,0,107.69,0,14,689277284#0,0,0,107.69,10,50.42,44.91,524.93,1.92,0.10,472.50,41.29,129.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_1,0,133.09,0,5,689277288#0,0,0,133.09,6,57.21,45.76,264.56,0.83,0.06,248.43,38.24,90.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_1,0,120.04,0,6,689277288#1,0,0,120.04,8,56.17,84.18,607.58,1.06,0.08,559.76,81.13,168.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_1,0,115.30,0,7,689277288#2,0,0,115.30,8,54.77,67.40,533.68,1.22,0.09,483.92,63.06,46.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_1,0,181.65,0,25,881567591#0,6,6,90.82,24,43.36,29.94,731.97,2.42,0.29,521.39,28.15,106.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_1,0,180.97,0,25,881567591#1,0,0,90.48,25,40.76,19.36,466.79,2.48,0.30,325.87,16.91,8.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_1,0,266.67,0,25,881567591#2,0,0,133.33,24,49.89,9.11,222.33,2.00,0.24,172.25,6.77,25.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_2,0,82.82,0,4,689277284#1,0,0,82.82,0,41.33,383.35,618.85,0.34,0.02,607.34,368.55,586.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,0,689277284#2,0,0,133.33,0,94.57,100000.00,60.00,0.00,0.00,60.00,,60.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_2,0,172.82,0,13,689277281#7,9,9,86.41,16,35.32,20.97,314.91,1.69,0.12,273.47,19.34,122.74
2580.00,2640.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,15,689277286#0,0,0,133.33,14,41.48,3.39,49.25,2.94,0.21,38.52,1.87,4.00
2580.00,2640.00,e_r2ps_to_ach1_mgp_2,0,91.80,0,15,689277286#1,0,0,91.80,18,42.27,19.12,325.35,3.35,0.24,241.42,17.56,27.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_1,0,34.28,17,0,814259719,7,7,17.14,14,8.49,155.33,2129.53,6.70,0.34,1384.23,152.83,9.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_1,0,115.12,0,9,689277284#0,0,0,115.12,8,54.09,65.23,561.16,1.32,0.07,522.95,60.77,41.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_1,0,131.46,0,7,689277288#0,0,0,131.46,6,56.67,39.55,261.32,0.96,0.07,243.27,33.25,76.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_1,0,119.43,0,6,689277288#1,0,0,119.43,8,56.24,83.61,604.49,1.07,0.08,557.89,82.03,219.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_1,0,116.85,0,9,689277288#2,0,0,116.85,7,54.34,67.38,540.83,1.22,0.09,490.64,62.38,131.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_1,0,206.76,0,22,881567591#0,1,1,103.38,19,49.97,41.34,833.16,1.75,0.21,648.20,39.56,325.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_1,0,173.79,0,19,881567591#1,7,7,86.90,16,40.98,24.61,448.28,1.95,0.23,340.77,22.82,157.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_1,0,245.97,0,16,881567591#2,1,1,122.98,16,52.67,11.69,195.55,1.57,0.19,162.48,9.82,89.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_2,0,92.16,0,0,689277284#1,0,0,92.16,1,46.04,922.05,688.67,0.14,0.01,683.42,933.02,611.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,1,689277284#2,0,0,133.33,1,78.74,50.99,50.99,0.13,0.01,50.36,46.67,45.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_2,0,148.18,0,19,689277281#7,10,10,74.09,18,29.61,14.25,270.01,2.48,0.18,217.70,12.57,91.44
2640.00,2700.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,18,689277286#0,0,0,133.33,18,44.25,2.50,45.22,4.00,0.29,31.50,1.65,11.00
2640.00,2700.00,e_r2ps_to_ach1_mgp_2,0,92.16,0,18,689277286#1,0,0,92.16,15,42.67,19.84,326.63,3.23,0.23,242.30,17.73,62.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_1,0,38.19,12,0,814259719,8,8,19.10,16,9.45,135.22,2372.52,7.69,0.40,1417.47,132.56,319.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_1,0,114.34,0,9,689277284#0,0,0,114.34,9,54.57,64.33,557.32,1.34,0.07,519.10,60.01,152.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_1,0,126.90,0,8,689277288#0,0,0,126.90,8,55.14,32.69,252.26,1.17,0.08,231.57,27.84,37.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_1,0,116.62,0,8,689277288#1,0,0,116.62,7,55.22,74.90,590.29,1.19,0.09,539.39,72.49,192.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_1,0,118.75,0,7,689277288#2,0,0,118.75,8,56.57,79.90,549.60,1.03,0.07,507.96,76.14,114.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_1,0,210.26,0,16,881567591#0,0,0,105.13,17,50.21,47.81,847.26,1.51,0.18,687.48,45.95,227.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_1,0,201.90,0,18,881567591#1,2,2,100.95,18,47.46,28.57,520.79,1.68,0.20,410.35,27.12,179.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_1,0,261.19,0,18,881567591#2,0,0,130.59,18,57.17,11.54,207.64,1.58,0.19,169.24,10.06,99.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_2,0,98.46,0,2,689277284#1,0,0,98.46,0,49.20,1253.20,735.75,0.10,0.01,731.79,1204.83,725.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,0,689277284#2,0,0,133.33,0,94.57,100000.00,60.00,0.00,0.00,60.00,,60.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_2,0,180.50,0,11,689277281#7,8,8,90.25,10,38.20,32.80,328.90,1.08,0.08,302.05,28.61,175.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,9,689277286#0,0,0,133.33,9,59.78,6.24,56.04,1.60,0.12,49.45,4.71,24.00
2700.00,2760.00,e_r2ps_to_ach1_mgp_2,0,119.28,0,9,689277286#1,0,0,119.28,8,54.59,52.08,422.76,1.23,0.09,382.38,47.00,91.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_1,0,33.27,13,0,814259719,10,10,16.64,17,8.25,170.62,2066.74,6.10,0.31,1393.37,168.32,14.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_1,0,102.42,0,13,689277284#0,0,0,102.42,13,48.21,37.59,499.21,2.29,0.12,439.13,35.17,12.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_1,0,127.02,0,7,689277288#0,0,0,127.02,7,55.61,33.94,252.49,1.12,0.08,232.40,28.66,48.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_1,0,121.72,0,8,689277288#1,0,0,121.72,6,57.25,99.33,616.09,0.90,0.06,576.94,95.03,177.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_1,0,124.29,0,5,689277288#2,0,0,124.29,5,58.29,106.72,575.25,0.77,0.06,542.44,100.12,105.59
2760.00,2820.00,e_r2ps_to_ach1_mgp_1,0,231.88,0,12,881567591#0,3,3,115.94,15,56.13,78.42,934.37,0.92,0.11,828.95,76.79,420.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_1,0,219.10,0,13,881567591#1,1,1,109.55,15,51.53,43.10,565.16,1.11,0.13,486.87,41.07,199.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_1,0,266.67,0,15,881567591#2,0,0,133.33,16,57.89,14.79,216.50,1.23,0.15,185.20,12.52,81.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_2,0,128.61,0,4,689277284#1,0,0,128.61,0,63.81,2004.94,961.03,0.06,0.00,957.92,1927.55,942.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,0,689277284#2,0,0,133.33,0,94.57,100000.00,60.00,0.00,0.00,60.00,,60.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_2,0,195.47,0,5,689277281#7,3,3,97.74,6,39.14,66.24,356.19,0.53,0.04,341.65,57.53,255.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,5,689277286#0,0,0,133.33,6,67.48,11.36,60.67,0.88,0.06,56.57,8.75,34.00
2760.00,2820.00,e_r2ps_to_ach1_mgp_2,0,120.47,0,5,689277286#1,0,0,120.47,6,55.69,70.13,426.98,0.91,0.07,397.04,62.98,201.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_1,0,32.59,10,0,814259719,11,11,16.30,7,8.07,169.08,2024.60,6.15,0.32,1351.45,164.90,186.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_1,0,129.41,0,3,689277284#0,0,0,129.41,3,62.38,204.53,630.79,0.42,0.02,617.25,197.64,267.24
2820.00,2880.00,e_r2ps_to_ach1_mgp_1,0,112.90,0,4,689277288#0,0,0,112.90,7,49.90,39.56,224.42,0.96,0.07,208.94,34.46,0.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_1,0,117.59,0,6,689277288#1,0,0,117.59,8,55.49,78.12,595.19,1.14,0.08,546.86,74.32,0.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_1,0,114.01,0,8,689277288#2,0,0,114.01,10,53.67,59.16,527.67,1.39,0.10,474.76,56.02,0.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_1,0,194.47,0,24,881567591#0,5,5,97.23,21,45.45,33.72,783.62,2.14,0.26,579.44,31.95,139.71
2820.00,2880.00,e_r2ps_to_ach1_mgp_1,1,198.01,0,23,881567591#1,0,0,99.01,21,45.90,22.56,510.75,2.13,0.26,377.43,20.85,60.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_1,0,237.34,0,21,881567591#2,1,1,118.67,23,48.38,8.34,188.69,2.19,0.26,142.64,6.95,55.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,1,689277284#1,0,0,133.33,1,66.05,1112.58,999.84,0.12,0.01,993.61,1113.61,833.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,1,689277284#2,0,0,133.33,1,91.19,58.64,58.64,0.12,0.01,58.02,54.68,52.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_2,0,163.98,0,14,689277281#7,5,5,81.99,13,35.12,21.68,298.81,1.63,0.12,262.86,19.26,63.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,13,689277286#0,0,0,133.33,12,47.38,4.37,54.81,2.28,0.16,45.77,2.50,3.00
2820.00,2880.00,e_r2ps_to_ach1_mgp_2,0,103.59,0,12,689277286#1,0,0,103.59,14,47.81,27.80,367.15,2.30,0.17,302.64,25.80,1.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_1,0,43.50,23,0,814259719,13,13,21.75,3,10.84,187.63,2701.95,5.54,0.29,1913.75,183.27,934.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_1,0,133.33,0,1,689277284#0,0,0,133.33,0,65.80,944.28,651.89,0.09,0.00,648.96,901.93,527.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_1,0,3.27,0,0,689277288#0,0,0,3.27,1,1.18,22.80,6.50,1.67,0.12,5.66,24.77,0.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_1,0,83.47,0,4,689277288#1,0,0,83.47,9,39.80,57.75,422.48,1.55,0.11,376.01,54.29,4.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_1,0,115.70,0,9,689277288#2,0,0,115.70,8,54.05,61.63,535.51,1.33,0.10,483.76,57.39,9.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_1,0,188.14,0,23,881567591#0,6,6,94.07,25,44.30,31.89,758.11,2.26,0.27,555.05,30.26,93.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_1,0,197.53,0,23,881567591#1,2,2,98.77,25,45.25,21.63,509.52,2.22,0.27,373.43,20.15,33.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_1,0,206.37,0,25,881567591#2,2,2,103.18,24,40.10,6.56,164.06,2.78,0.33,112.69,5.01,18.06
2880.00,2940.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,0,689277284#1,0,0,133.33,0,67.06,100000.00,1020.00,0.00,0.00,1019.98,100000.00,1019.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,0,689277284#2,0,0,133.33,0,94.57,100000.00,60.00,0.00,0.00,60.00,,60.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_2,0,141.52,0,17,689277281#7,8,8,70.76,16,29.91,15.75,257.88,2.25,0.16,215.39,13.84,42.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,15,689277286#0,0,0,133.33,15,45.80,3.54,53.14,2.82,0.20,42.68,2.04,3.00
2880.00,2940.00,e_r2ps_to_ach1_mgp_2,0,98.77,0,15,689277286#1,0,0,98.77,15,45.44,23.55,350.05,2.72,0.20,279.90,21.47,8.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_1,0,56.34,13,0,814259719,10,10,28.17,7,14.07,242.80,3499.56,4.28,0.22,2696.51,237.91,2548.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_1,0,133.33,0,0,689277284#0,0,0,133.33,0,67.13,100000.00,660.00,0.00,0.00,660.00,,660.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_1,0,,0,0,689277288#0,0,0,,0,,,0.00,,,,,
2940.00,3000.00,e_r2ps_to_ach1_mgp_1,0,6.06,0,0,689277288#1,0,0,6.06,3,2.78,44.89,30.69,1.99,0.14,26.25,49.42,3.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_1,0,88.96,0,4,689277288#2,0,0,88.96,8,42.03,59.27,411.76,1.39,0.10,370.14,55.63,10.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_1,0,179.00,0,23,881567591#0,10,10,89.50,24,42.02,31.94,721.31,2.26,0.27,529.80,30.54,142.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_1,0,190.09,0,25,881567591#1,2,2,95.05,24,43.94,19.45,490.33,2.47,0.30,347.56,17.78,66.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_1,0,242.88,0,24,881567591#2,0,0,121.44,22,49.30,8.63,193.09,2.11,0.25,148.92,6.99,55.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,0,689277284#1,0,0,133.33,0,67.06,100000.00,1020.00,0.00,0.00,1020.00,,1020.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,0,689277284#2,0,0,133.33,1,94.72,1258.72,60.00,0.01,0.00,59.96,1080.03,58.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_2,0,178.52,0,16,689277281#7,7,7,89.26,15,37.82,21.14,325.30,1.67,0.12,284.90,19.10,87.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_2,0,133.33,0,15,689277286#0,0,0,133.33,15,45.41,3.58,54.07,2.79,0.20,43.37,1.92,2.00
2940.00,3000.00,e_r2ps_to_ach1_mgp_2,0,98.91,0,16,689277286#1,0,0,98.91,15,45.48,23.23,350.55,2.76,0.20,280.24,21.02,13.00
3000.00,3060.00,e_r2ps_to_ach1_mgp_1,0,60.28,17,0,814259719,9,9,30.14,9,15.03,314.78,3744.31,3.30,0.17,3098.05,309.64,2916.00
3000.00,3060.00,e_r2ps_to_ach1_mgp_1,0,131.04,0,2,689277284#0,0,0,131.04,2,64.13,303.34,638.72,0.28,0.01,629.63,297.23,427.00
3000.00,3060.00,e_r2ps_to_ach1_mgp_1,0,1.95,0,1,689277288#0,0,0,1.95,1,0.82,3.87,3.87,9.84,0.71,0.53,3.38,0.00
3000.00,3060.00,e_r2ps_to_ach1_mgp_1,0,1.89,0,1,689277288#1,0,0,1.89,1,0.88,9.56,9.56,9.35,0.67,1.72,8.72,0.00
