interval_begin,interval_end,interval_id,edge_arrived,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_sampledSeconds
3240.00,3300.00,e_ccb_to_rp4,0,0,3,102165688#1,0,0,1,168.57
3240.00,3300.00,e_ccb_to_rp4,0,0,2,1136268465,0,0,1,713.80
3240.00,3300.00,e_ccb_to_rp4,0,0,3,190876198,0,0,5,345.16
3240.00,3300.00,e_ccb_to_rp4,0,0,7,28000507#1,0,0,7,113.60
3300.00,3360.00,e_ccb_to_rp4,0,0,4,102165688#0,0,0,7,1550.69
3300.00,3360.00,e_ccb_to_rp4,0,0,5,102165688#1,0,0,5,198.69
3300.00,3360.00,e_ccb_to_rp4,0,0,8,1136268465,4,4,10,598.34
3300.00,3360.00,e_ccb_to_rp4,0,0,10,190876198,2,2,11,298.72
3300.00,3360.00,e_ccb_to_rp4,0,0,9,28000507#1,0,0,9,111.21
3360.00,3420.00,e_ccb_to_rp4,0,0,9,102165688#0,0,0,17,1296.97
3360.00,3420.00,e_ccb_to_rp4,0,0,13,102165688#1,0,0,13,161.61
3360.00,3420.00,e_ccb_to_rp4,0,0,15,1136268465,11,11,17,529.30
3360.00,3420.00,e_ccb_to_rp4,0,0,20,190876198,0,0,19,256.94
3360.00,3420.00,e_ccb_to_rp4,0,0,19,28000507#1,0,0,19,100.01
3420.00,3480.00,e_ccb_to_rp4,0,0,21,102165688#0,0,0,14,1080.83
3420.00,3480.00,e_ccb_to_rp4,0,0,9,102165688#1,0,0,11,122.61
3420.00,3480.00,e_ccb_to_rp4,0,0,14,1136268465,8,8,15,507.78
3420.00,3480.00,e_ccb_to_rp4,0,0,14,190876198,0,0,14,289.01
3420.00,3480.00,e_ccb_to_rp4,0,0,15,28000507#1,0,0,15,110.09
3480.00,3540.00,e_ccb_to_rp4,0,0,16,102165688#0,0,0,14,1172.07
3480.00,3540.00,e_ccb_to_rp4,0,0,13,102165688#1,0,0,12,136.04
3480.00,3540.00,e_ccb_to_rp4,0,0,11,1136268465,10,10,8,527.48
3480.00,3540.00,e_ccb_to_rp4,0,0,8,190876198,1,1,7,301.97
3480.00,3540.00,e_ccb_to_rp4,0,0,6,28000507#1,0,0,5,118.46
3540.00,3600.00,e_ccb_to_rp4,0,0,5,102165688#0,0,0,9,1507.56
3540.00,3600.00,e_ccb_to_rp4,0,0,7,102165688#1,0,0,8,168.26
3540.00,3600.00,e_ccb_to_rp4,0,0,11,1136268465,7,7,15,531.58
3540.00,3600.00,e_ccb_to_rp4,0,0,15,190876198,3,3,15,217.94
3540.00,3600.00,e_ccb_to_rp4,0,0,15,28000507#1,0,0,16,103.85
3600.00,3660.00,e_ccb_to_rp4,0,0,14,102165688#0,0,0,14,1285.15
3600.00,3660.00,e_ccb_to_rp4,0,0,13,102165688#1,0,0,13,169.03
3600.00,3660.00,e_ccb_to_rp4,0,0,15,1136268465,13,13,16,418.48
3600.00,3660.00,e_ccb_to_rp4,0,0,17,190876198,0,0,19,246.54
3600.00,3660.00,e_ccb_to_rp4,0,0,21,28000507#1,0,0,20,97.36
3660.00,3720.00,e_ccb_to_rp4,0,0,17,102165688#0,0,0,14,1110.28
3660.00,3720.00,e_ccb_to_rp4,0,0,13,102165688#1,0,0,10,164.69
3660.00,3720.00,e_ccb_to_rp4,0,0,10,1136268465,7,7,4,552.98
3660.00,3720.00,e_ccb_to_rp4,0,0,3,190876198,0,0,3,164.83
3660.00,3720.00,e_ccb_to_rp4,0,0,3,28000507#1,0,0,4,111.62
3720.00,3780.00,e_ccb_to_rp4,0,0,3,102165688#0,0,0,9,1607.20
3720.00,3780.00,e_ccb_to_rp4,0,0,6,102165688#1,0,0,8,173.45
3720.00,3780.00,e_ccb_to_rp4,0,0,8,1136268465,5,5,12,431.20
3720.00,3780.00,e_ccb_to_rp4,0,0,12,190876198,1,1,13,148.92
3720.00,3780.00,e_ccb_to_rp4,0,0,14,28000507#1,0,0,15,66.02
3780.00,3840.00,e_ccb_to_rp4,0,0,22,102165688#0,0,0,30,794.27
