interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
1320.00,1380.00,e_rp3_to_rp4,0,14.25,0,11,254360502#1,0,0,7.13,10,3.36,6.92,72.06,12.90,0.93,4.58,6.54,0.00
1320.00,1380.00,e_rp3_to_rp4,0,112.72,0,10,254360502#2,5,5,56.36,14,27.92,91.61,996.47,1.66,0.12,878.76,91.01,377.00
1320.00,1380.00,e_rp3_to_rp4,1,116.88,0,13,254360502#3,0,0,38.96,12,13.99,3.47,44.67,3.28,0.24,30.67,2.37,15.00
1380.00,1440.00,e_rp3_to_rp4,0,17.63,0,10,22650432,2,2,8.82,10,3.12,1.27,12.47,13.19,0.95,0.63,0.90,0.00
1380.00,1440.00,e_rp3_to_rp4,0,11.66,0,9,254360502#1,0,0,5.83,9,2.75,6.77,58.96,13.19,0.95,2.84,6.38,0.00
1380.00,1440.00,e_rp3_to_rp4,0,47.60,0,9,254360502#2,2,2,23.80,16,11.39,37.77,420.77,4.03,0.29,296.66,35.69,76.00
1380.00,1440.00,e_rp3_to_rp4,0,152.66,0,16,254360502#3,0,0,50.89,16,17.14,3.63,58.35,3.13,0.23,41.01,2.28,11.00
1440.00,1500.00,e_rp3_to_rp4,0,30.85,0,15,22650432,3,3,15.42,15,5.47,1.44,21.82,11.79,0.85,2.36,1.01,0.00
1440.00,1500.00,e_rp3_to_rp4,0,24.50,0,16,254360502#1,0,0,12.25,16,5.92,7.39,123.85,12.10,0.87,9.75,6.95,0.00
1440.00,1500.00,e_rp3_to_rp4,0,32.54,0,15,254360502#2,1,1,16.27,11,8.09,19.21,287.67,7.94,0.57,112.58,18.24,38.00
1440.00,1500.00,e_rp3_to_rp4,0,141.90,0,12,254360502#3,0,0,47.30,12,19.40,4.65,54.23,2.53,0.18,40.57,3.23,24.00
1500.00,1560.00,e_rp3_to_rp4,0,30.77,0,15,22650432,2,2,15.39,15,5.39,1.45,21.77,11.57,0.83,3.75,1.04,0.00
1500.00,1560.00,e_rp3_to_rp4,0,19.34,0,15,254360502#1,1,1,9.67,14,4.55,6.98,97.76,12.79,0.92,8.14,6.58,0.00
1500.00,1560.00,e_rp3_to_rp4,0,71.39,0,14,254360502#2,4,4,35.70,11,17.34,51.15,631.14,2.98,0.21,493.95,48.81,281.00
1500.00,1560.00,e_rp3_to_rp4,0,215.69,0,9,254360502#3,1,1,71.90,9,32.90,9.21,82.44,1.27,0.09,71.41,7.77,55.00
1560.00,1620.00,e_rp3_to_rp4,0,26.79,0,14,22650432,3,3,13.40,14,4.69,1.35,18.95,12.40,0.89,2.22,0.96,0.00
1560.00,1620.00,e_rp3_to_rp4,0,19.79,0,14,254360502#1,0,0,9.89,15,4.68,6.76,100.04,13.21,0.95,6.21,6.38,0.00
1560.00,1620.00,e_rp3_to_rp4,0,58.92,0,15,254360502#2,5,5,29.46,19,14.21,32.14,520.91,4.74,0.34,347.26,30.72,82.00
1560.00,1620.00,e_rp3_to_rp4,0,161.48,0,20,254360502#3,0,0,53.83,20,18.61,3.09,61.72,3.68,0.27,39.85,2.02,14.00
1620.00,1680.00,e_rp3_to_rp4,0,19.55,0,10,22650432,3,3,9.77,10,3.42,1.38,13.83,12.14,0.87,1.88,0.99,0.00
1620.00,1680.00,e_rp3_to_rp4,0,13.79,0,10,254360502#1,0,0,6.90,10,3.25,7.09,69.73,12.60,0.91,7.10,6.69,0.00
1620.00,1680.00,e_rp3_to_rp4,0,29.95,0,9,254360502#2,1,1,14.98,13,7.24,27.84,264.80,5.47,0.39,160.89,26.58,56.00
1620.00,1680.00,e_rp3_to_rp4,0,132.03,0,14,254360502#3,0,0,44.01,15,16.52,3.49,50.46,3.26,0.23,35.16,2.52,13.00
1680.00,1740.00,e_rp3_to_rp4,0,32.32,0,12,22650432,3,3,16.16,12,5.99,1.90,22.86,9.00,0.65,8.54,1.20,0.00
1680.00,1740.00,e_rp3_to_rp4,0,16.42,0,12,254360502#1,0,0,8.21,12,4.10,6.97,83.03,12.87,0.93,7.76,6.51,0.00
1680.00,1740.00,e_rp3_to_rp4,0,40.11,0,12,254360502#2,3,3,20.05,5,10.41,31.67,354.57,4.82,0.35,235.78,30.51,147.00
1680.00,1740.00,e_rp3_to_rp4,0,215.46,0,5,254360502#3,0,0,71.82,3,33.89,20.07,82.35,0.57,0.04,78.31,15.73,66.00
1740.00,1800.00,e_rp3_to_rp4,0,32.63,0,13,22650432,2,2,16.32,13,5.89,1.78,23.08,9.42,0.68,7.17,1.07,1.00
1740.00,1800.00,e_rp3_to_rp4,0,15.05,0,13,254360502#1,0,0,7.53,10,3.52,7.00,76.09,12.75,0.92,5.28,6.62,0.00
1740.00,1800.00,e_rp3_to_rp4,0,38.41,0,10,254360502#2,5,5,19.20,19,9.34,30.69,339.53,4.96,0.36,218.26,29.53,76.00
1740.00,1800.00,e_rp3_to_rp4,0,89.21,0,18,254360502#3,0,0,29.74,20,8.79,1.81,34.10,6.36,0.46,13.75,1.05,2.00
1800.00,1860.00,e_rp3_to_rp4,1,19.08,0,10,22650432,2,2,9.54,9,3.38,1.36,13.50,12.31,0.89,1.64,0.96,0.00
1800.00,1860.00,e_rp3_to_rp4,0,15.78,0,9,254360502#1,0,0,7.89,12,3.74,6.89,79.77,12.96,0.93,5.44,6.51,0.00
1800.00,1860.00,e_rp3_to_rp4,0,18.65,0,12,254360502#2,0,0,9.33,12,4.46,12.86,164.90,11.84,0.85,25.22,12.09,0.00
1800.00,1860.00,e_rp3_to_rp4,0,62.61,0,13,254360502#3,0,0,20.87,13,6.06,1.84,23.93,6.18,0.44,9.59,1.04,0.00
1860.00,1920.00,e_rp3_to_rp4,0,26.81,0,13,22650432,3,3,13.40,13,4.83,1.46,18.96,11.62,0.84,2.29,1.02,0.00
1860.00,1920.00,e_rp3_to_rp4,1,16.34,0,13,254360502#1,1,1,8.17,11,3.96,7.12,82.59,12.57,0.90,4.28,6.71,0.00
1860.00,1920.00,e_rp3_to_rp4,0,21.72,0,11,254360502#2,1,1,10.86,9,5.51,19.82,192.05,7.70,0.55,77.87,18.51,25.00
1860.00,1920.00,e_rp3_to_rp4,0,57.46,0,9,254360502#3,0,0,19.15,8,6.41,2.57,21.96,4.52,0.33,12.07,1.68,1.00
1920.00,1980.00,e_rp3_to_rp4,0,36.03,0,16,22650432,6,6,18.01,16,6.48,1.60,25.48,10.62,0.76,6.24,1.15,0.00
1920.00,1980.00,e_rp3_to_rp4,0,22.05,0,16,254360502#1,0,0,11.02,16,5.34,7.00,111.45,12.78,0.92,9.23,6.59,0.00
1920.00,1980.00,e_rp3_to_rp4,0,23.99,0,15,254360502#2,1,1,12.00,11,6.03,15.28,212.10,9.99,0.72,57.87,14.42,17.00
1920.00,1980.00,e_rp3_to_rp4,0,81.31,0,10,254360502#3,0,0,27.10,11,9.99,3.08,31.08,3.70,0.27,19.15,2.10,9.00
1980.00,2040.00,e_rp3_to_rp4,0,24.21,0,12,22650432,1,1,12.11,12,4.25,1.44,17.13,11.67,0.84,2.49,0.96,0.00
1980.00,2040.00,e_rp3_to_rp4,0,18.62,0,12,254360502#1,0,0,9.31,13,4.39,7.03,94.15,12.70,0.91,6.77,6.64,0.00
1980.00,2040.00,e_rp3_to_rp4,0,35.67,0,14,254360502#2,3,3,17.83,16,8.55,23.01,315.32,6.62,0.48,164.21,21.65,60.00
1980.00,2040.00,e_rp3_to_rp4,0,124.75,0,16,254360502#3,0,0,41.58,15,15.08,2.99,47.68,3.84,0.28,30.44,2.13,15.00
2040.00,2100.00,e_rp3_to_rp4,1,34.71,0,18,22650432,3,3,17.36,17,6.14,1.38,24.55,12.19,0.88,2.30,0.98,0.00
2040.00,2100.00,e_rp3_to_rp4,0,22.62,0,17,254360502#1,1,1,11.31,17,5.33,7.01,114.37,12.73,0.92,7.85,6.62,0.00
2040.00,2100.00,e_rp3_to_rp4,0,34.09,0,17,254360502#2,1,1,17.05,15,8.23,17.57,301.39,8.67,0.62,111.11,16.69,28.00
2040.00,2100.00,e_rp3_to_rp4,0,68.95,0,16,254360502#3,0,0,22.98,17,6.50,1.60,26.35,7.10,0.51,7.14,0.87,0.00
2100.00,2160.00,e_rp3_to_rp4,0,26.79,0,13,22650432,2,2,13.40,13,4.72,1.48,18.95,11.33,0.82,2.81,1.06,0.00
2100.00,2160.00,e_rp3_to_rp4,0,19.84,0,13,254360502#1,1,1,9.92,13,4.70,7.30,100.28,12.23,0.88,8.15,6.90,0.00
2100.00,2160.00,e_rp3_to_rp4,0,32.86,0,13,254360502#2,2,2,16.43,18,7.91,19.22,290.52,7.93,0.57,118.35,18.15,25.00
2100.00,2160.00,e_rp3_to_rp4,0,105.96,0,17,254360502#3,0,0,35.32,17,12.25,2.42,40.50,4.71,0.34,21.26,1.62,7.00
2160.00,2220.00,e_rp3_to_rp4,0,30.12,0,16,22650432,5,5,15.06,15,5.25,1.41,21.30,11.89,0.86,3.00,1.01,0.00
2160.00,2220.00,e_rp3_to_rp4,0,19.75,0,15,254360502#1,0,0,9.88,15,4.65,6.88,99.86,12.97,0.93,6.09,6.49,0.00
2160.00,2220.00,e_rp3_to_rp4,0,22.78,0,14,254360502#2,2,2,11.39,13,5.49,15.07,201.41,10.11,0.73,52.19,14.31,2.00
2160.00,2220.00,e_rp3_to_rp4,0,59.44,0,14,254360502#3,1,1,19.81,14,5.50,1.61,22.72,7.08,0.51,6.09,0.89,0.00
2220.00,2280.00,e_rp3_to_rp4,0,26.31,0,13,22650432,1,1,13.16,14,4.67,1.36,18.61,12.38,0.89,1.41,0.95,0.00
2220.00,2280.00,e_rp3_to_rp4,0,17.22,0,13,254360502#1,0,0,8.61,12,4.06,6.96,87.07,12.83,0.92,5.30,6.57,0.00
2220.00,2280.00,e_rp3_to_rp4,0,46.39,0,13,254360502#2,4,4,23.20,6,11.44,32.90,410.13,4.63,0.33,273.45,31.78,173.00
2220.00,2280.00,e_rp3_to_rp4,1,188.51,1,6,254360502#3,0,0,62.84,5,29.05,12.29,72.05,0.93,0.07,65.39,10.65,54.00
2280.00,2340.00,e_rp3_to_rp4,0,27.41,0,12,22650432,1,1,13.70,12,4.84,1.59,19.39,10.56,0.76,4.48,1.12,0.00
2280.00,2340.00,e_rp3_to_rp4,0,20.04,0,13,254360502#1,0,0,10.02,13,4.73,7.55,101.30,11.82,0.85,12.32,7.13,0.00
2280.00,2340.00,e_rp3_to_rp4,0,46.19,0,13,254360502#2,3,3,23.09,19,11.24,30.91,408.30,4.93,0.35,255.64,30.07,104.00
2280.00,2340.00,e_rp3_to_rp4,0,97.28,0,19,254360502#3,2,2,32.43,20,10.42,1.91,37.18,5.95,0.43,14.71,1.24,7.00
2340.00,2400.00,e_rp3_to_rp4,0,40.90,0,21,22650432,4,4,20.45,20,7.20,1.41,28.94,11.88,0.86,4.70,1.01,0.00
2340.00,2400.00,e_rp3_to_rp4,0,27.38,0,20,254360502#1,0,0,13.69,20,6.46,6.94,138.41,12.86,0.93,12.85,6.55,0.00
2340.00,2400.00,e_rp3_to_rp4,0,44.46,0,19,254360502#2,1,1,22.23,16,10.83,21.38,393.06,7.13,0.51,195.66,20.56,67.00
2340.00,2400.00,e_rp3_to_rp4,0,91.04,0,16,254360502#3,0,0,30.35,15,10.00,2.24,34.79,5.08,0.37,17.26,1.45,7.00
2400.00,2460.00,e_rp3_to_rp4,0,51.90,0,14,22650432,4,4,25.95,15,9.23,2.53,36.72,6.64,0.48,19.21,1.42,2.00
2400.00,2460.00,e_rp3_to_rp4,0,22.79,0,15,254360502#1,3,3,11.39,17,5.31,7.34,115.21,12.16,0.88,14.82,6.96,0.00
2400.00,2460.00,e_rp3_to_rp4,0,42.92,0,18,254360502#2,2,2,21.46,20,10.42,20.74,379.41,7.34,0.53,181.11,19.83,39.00
2400.00,2460.00,e_rp3_to_rp4,0,124.56,0,19,254360502#3,1,1,41.52,19,13.66,2.51,47.61,4.54,0.33,25.90,1.57,11.00
2460.00,2520.00,e_rp3_to_rp4,0,15.31,0,9,22650432,1,1,7.65,8,2.67,1.34,10.83,12.49,0.90,1.28,0.94,0.00
2460.00,2520.00,e_rp3_to_rp4,0,9.44,0,8,254360502#1,0,0,4.72,7,2.22,6.76,47.72,13.20,0.95,3.60,6.38,0.00
2460.00,2520.00,e_rp3_to_rp4,0,12.44,0,7,254360502#2,0,0,6.22,9,2.93,15.90,109.99,9.58,0.69,33.44,14.69,1.00
2460.00,2520.00,e_rp3_to_rp4,0,58.40,0,9,254360502#3,0,0,19.47,10,6.19,2.36,22.32,4.81,0.35,11.35,1.41,3.00
2520.00,2580.00,e_rp3_to_rp4,0,36.89,0,14,22650432,1,1,18.44,15,6.53,1.75,26.09,9.62,0.69,8.36,1.26,0.00
2520.00,2580.00,e_rp3_to_rp4,0,20.46,0,15,254360502#1,0,0,10.23,14,4.82,7.08,103.46,12.61,0.91,10.90,6.69,0.00
2520.00,2580.00,e_rp3_to_rp4,0,27.48,0,14,254360502#2,2,2,13.74,13,6.63,15.94,242.93,9.56,0.69,79.85,15.09,15.00
2520.00,2580.00,e_rp3_to_rp4,0,91.22,0,14,254360502#3,0,0,30.41,14,10.16,2.49,34.86,4.57,0.33,19.52,1.59,4.00
2580.00,2640.00,e_rp3_to_rp4,0,32.26,0,16,22650432,4,4,16.13,16,5.65,1.43,22.82,11.77,0.85,2.88,1.01,0.00
