interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
3420.00,3480.00,e_rp5_to_rp4,0,153.94,0,16,23749115#0,3,3,51.31,17,14.78,3.63,59.85,3.16,0.23,45.98,2.06,0.00
3420.00,3480.00,e_rp5_to_rp4,0,196.25,0,17,23749115#1,4,4,65.42,11,32.34,150.60,2335.55,1.35,0.10,2103.95,146.41,558.00
3420.00,3480.00,e_rp5_to_rp4,0,172.45,0,11,23749115#2,0,0,57.48,11,22.23,5.36,57.53,1.97,0.14,45.59,4.00,24.00
3480.00,3540.00,e_rp5_to_rp4,0,164.63,0,13,23749115#0,3,3,54.88,12,18.76,5.13,64.01,2.24,0.16,53.50,3.54,13.00
3480.00,3540.00,e_rp5_to_rp4,0,187.33,0,12,23749115#1,7,7,62.44,23,30.90,130.65,2229.44,1.56,0.11,1973.15,130.48,477.00
3480.00,3540.00,e_rp5_to_rp4,0,218.66,0,24,23749115#2,0,0,72.89,24,26.36,3.10,72.94,3.40,0.24,47.29,2.10,21.00
3540.00,3600.00,e_rp5_to_rp4,0,134.64,0,17,23749115#0,2,2,44.88,18,13.63,2.98,52.35,3.85,0.28,37.69,1.71,1.00
3540.00,3600.00,e_rp5_to_rp4,0,169.39,0,18,23749115#1,5,5,56.46,13,27.95,120.44,2015.87,1.69,0.12,1767.82,118.53,589.00
3540.00,3600.00,e_rp5_to_rp4,0,246.74,0,12,23749115#2,0,0,82.25,12,32.55,6.45,82.31,1.64,0.12,68.89,4.75,40.00
3600.00,3660.00,e_rp5_to_rp4,0,165.36,0,10,23749115#0,2,2,55.12,9,19.44,6.69,64.29,1.72,0.12,55.92,4.76,14.00
3600.00,3660.00,e_rp5_to_rp4,0,207.36,0,9,23749115#1,6,6,69.12,4,34.30,400.65,2467.73,0.51,0.04,2375.19,396.44,1535.00
3600.00,3660.00,e_rp5_to_rp4,0,314.61,0,5,23749115#2,0,0,104.87,4,49.87,27.26,104.95,0.39,0.03,101.15,21.70,90.00
3660.00,3720.00,e_rp5_to_rp4,0,144.76,0,15,23749115#0,2,2,48.25,15,16.17,3.77,56.28,3.04,0.22,43.20,2.53,13.00
3660.00,3720.00,e_rp5_to_rp4,0,191.45,0,16,23749115#1,3,3,63.82,21,31.59,121.18,2278.39,1.68,0.12,1994.76,120.21,570.00
3660.00,3720.00,e_rp5_to_rp4,0,188.72,0,19,23749115#2,0,0,62.91,20,20.26,3.17,62.96,3.33,0.24,41.45,1.80,6.00
3720.00,3780.00,e_rp5_to_rp4,0,176.87,0,12,23749115#0,0,0,58.96,13,16.52,5.49,68.77,2.09,0.15,58.66,3.02,0.00
3720.00,3780.00,e_rp5_to_rp4,0,169.79,0,12,23749115#1,7,7,56.60,14,27.96,134.53,2020.70,1.51,0.11,1792.48,133.17,414.00
3720.00,3780.00,e_rp5_to_rp4,0,298.58,0,16,23749115#2,0,0,99.53,14,40.27,6.49,99.61,1.63,0.12,82.95,5.13,53.00
3780.00,3840.00,e_rp5_to_rp4,0,164.29,0,7,23749115#0,2,2,54.76,6,21.89,9.54,63.88,1.20,0.09,58.25,7.51,31.00
3780.00,3840.00,e_rp5_to_rp4,0,200.73,0,7,23749115#1,4,4,66.91,0,33.35,838.21,2388.85,0.24,0.02,2348.18,817.60,2083.00
3780.00,3840.00,e_rp5_to_rp4,0,359.71,0,0,23749115#2,0,0,119.90,0,59.95,100000.00,120.00,0.00,0.00,120.00,,120.00
3840.00,3900.00,e_rp5_to_rp4,0,155.61,0,6,23749115#0,2,2,51.87,6,22.34,10.09,60.50,1.14,0.08,55.52,8.75,33.00
3840.00,3900.00,e_rp5_to_rp4,0,227.30,0,6,23749115#1,2,2,75.77,0,37.85,1812.32,2705.12,0.11,0.01,2682.90,1767.76,2606.00
3840.00,3900.00,e_rp5_to_rp4,0,359.71,0,0,23749115#2,0,0,119.90,0,59.95,100000.00,120.00,0.00,0.00,120.00,,120.00
3900.00,3960.00,e_rp5_to_rp4,0,156.48,0,3,23749115#0,1,1,52.16,3,24.42,20.24,60.84,0.57,0.04,58.27,18.84,46.00
3900.00,3960.00,e_rp5_to_rp4,0,251.65,0,3,23749115#1,2,2,83.88,3,41.89,4016.28,2994.86,0.05,0.00,2983.18,4340.80,2920.00
3900.00,3960.00,e_rp5_to_rp4,0,336.43,0,3,23749115#2,0,0,112.14,4,54.41,32.23,112.23,0.33,0.02,108.65,35.60,104.00
3960.00,4020.00,e_rp5_to_rp4,0,184.56,0,9,23749115#0,4,4,61.52,9,24.05,7.97,71.76,1.44,0.10,64.40,6.24,29.00
3960.00,4020.00,e_rp5_to_rp4,0,204.32,0,9,23749115#1,7,7,68.11,22,33.69,143.68,2431.57,1.42,0.10,2180.49,143.00,823.00
3960.00,4020.00,e_rp5_to_rp4,0,203.68,0,22,23749115#2,0,0,67.89,22,22.35,3.09,67.95,3.42,0.25,43.41,1.84,12.00
4020.00,4080.00,e_rp5_to_rp4,0,169.19,0,12,23749115#0,2,2,56.40,13,18.63,5.58,65.78,2.06,0.15,56.09,3.56,7.00
4020.00,4080.00,e_rp5_to_rp4,0,168.66,0,12,23749115#1,2,2,56.22,19,27.75,125.70,2007.18,1.62,0.12,1771.69,125.17,556.00
4020.00,4080.00,e_rp5_to_rp4,0,271.07,0,19,23749115#2,0,0,90.36,19,35.85,4.76,90.43,2.22,0.16,69.94,3.50,46.00
4080.00,4140.00,e_rp5_to_rp4,0,88.38,0,13,23749115#0,1,1,29.46,13,7.55,2.57,34.36,4.46,0.32,23.24,1.38,0.00
4080.00,4140.00,e_rp5_to_rp4,0,122.82,0,14,23749115#1,5,5,40.94,19,20.14,86.78,1461.67,2.34,0.17,1213.63,85.18,262.00
4080.00,4140.00,e_rp5_to_rp4,1,223.71,0,19,23749115#2,0,0,74.57,19,24.71,3.91,74.63,2.70,0.19,54.89,2.22,20.00
4140.00,4200.00,e_rp5_to_rp4,0,11.34,0,4,23749115#0,0,0,3.78,4,1.06,1.10,4.41,10.42,0.75,1.21,0.64,0.00
4140.00,4200.00,e_rp5_to_rp4,0,104.86,0,4,23749115#1,5,5,34.95,8,17.43,190.17,1247.96,1.07,0.08,1154.45,190.49,989.00
4140.00,4200.00,e_rp5_to_rp4,0,198.90,0,8,23749115#2,1,1,66.30,8,4.48,8.33,66.35,1.27,0.09,58.18,0.65,55.00
4200.00,4260.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4200.00,4260.00,e_rp5_to_rp4,0,60.12,0,0,23749115#1,0,0,20.04,18,9.91,105.10,715.53,1.93,0.14,616.10,107.17,391.00
4200.00,4260.00,e_rp5_to_rp4,0,117.53,0,18,23749115#2,0,0,39.18,17,8.28,2.28,39.21,4.64,0.33,19.68,0.95,7.00
4260.00,4320.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4260.00,4320.00,e_rp5_to_rp4,0,0.18,0,0,23749115#1,0,0,0.06,1,0.03,36.64,2.20,5.55,0.40,1.31,39.73,0.00
4260.00,4320.00,e_rp5_to_rp4,0,7.53,0,1,23749115#2,0,0,2.51,2,0.70,1.38,2.51,7.64,0.55,0.42,0.70,0.00
4320.00,4380.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4320.00,4380.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4320.00,4380.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4380.00,4440.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4380.00,4440.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4380.00,4440.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4440.00,4500.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4440.00,4500.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4440.00,4500.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4500.00,4560.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4500.00,4560.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4500.00,4560.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4560.00,4620.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4560.00,4620.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4560.00,4620.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4620.00,4680.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4620.00,4680.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4620.00,4680.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4680.00,4740.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4680.00,4740.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4680.00,4740.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4740.00,4800.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4740.00,4800.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4740.00,4800.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4800.00,4860.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4800.00,4860.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4800.00,4860.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4860.00,4920.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4860.00,4920.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4860.00,4920.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4920.00,4980.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4920.00,4980.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4920.00,4980.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
4980.00,5040.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
4980.00,5040.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
4980.00,5040.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
5040.00,5100.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
5040.00,5100.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
5040.00,5100.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
5100.00,5160.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
5100.00,5160.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
5100.00,5160.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
5160.00,5220.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
5160.00,5220.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
5160.00,5220.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
5220.00,5280.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
5220.00,5280.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
5220.00,5280.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
5280.00,5340.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
5280.00,5340.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
5280.00,5340.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
5340.00,5400.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
5340.00,5400.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
5340.00,5400.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
5400.00,5433.00,e_rp5_to_rp4,0,,0,0,23749115#0,0,0,,0,,,0.00,,,,,
5400.00,5433.00,e_rp5_to_rp4,0,,0,0,23749115#1,0,0,,0,,,0.00,,,,,
5400.00,5433.00,e_rp5_to_rp4,0,,0,0,23749115#2,0,0,,0,,,0.00,,,,,
