interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
840.00,900.00,e_rp5_to_rp4,0,54.72,0,15,23749115#1,3,3,18.24,21,8.88,42.74,651.21,4.76,0.34,427.59,40.70,56.00
840.00,900.00,e_rp5_to_rp4,0,164.54,0,20,23749115#2,0,0,54.85,19,16.54,2.74,54.89,3.85,0.28,33.71,1.61,8.00
900.00,960.00,e_rp5_to_rp4,0,64.23,0,19,23749115#0,2,2,21.41,19,6.16,1.33,24.97,8.63,0.62,9.05,0.80,0.00
900.00,960.00,e_rp5_to_rp4,0,53.11,0,20,23749115#1,6,6,17.70,15,8.63,34.09,632.10,5.97,0.43,347.66,32.45,40.00
900.00,960.00,e_rp5_to_rp4,0,250.32,0,16,23749115#2,0,0,83.44,17,25.60,5.11,83.51,2.07,0.15,66.25,2.76,15.00
960.00,1020.00,e_rp5_to_rp4,0,52.83,0,18,23749115#0,3,3,17.61,18,4.93,1.14,20.54,10.06,0.72,5.98,0.67,0.00
960.00,1020.00,e_rp5_to_rp4,0,50.18,0,18,23749115#1,6,6,16.73,22,8.17,30.76,597.24,6.61,0.48,319.68,29.64,16.00
960.00,1020.00,e_rp5_to_rp4,0,120.90,0,21,23749115#2,0,0,40.30,21,11.37,1.88,40.33,5.62,0.40,16.97,1.02,0.00
1020.00,1080.00,e_rp5_to_rp4,0,56.64,0,17,23749115#0,1,1,18.88,17,5.41,1.30,22.02,8.86,0.64,7.94,0.78,0.00
1020.00,1080.00,e_rp5_to_rp4,1,38.95,0,17,23749115#1,3,3,12.98,19,6.26,26.48,463.53,7.68,0.55,206.80,24.78,7.00
1020.00,1080.00,e_rp5_to_rp4,0,168.30,0,19,23749115#2,0,0,56.10,18,18.88,3.11,56.15,3.39,0.24,36.71,1.92,13.00
1080.00,1140.00,e_rp5_to_rp4,1,56.60,0,20,23749115#0,2,2,18.87,19,5.42,1.15,22.01,10.05,0.72,5.57,0.67,0.00
1080.00,1140.00,e_rp5_to_rp4,0,38.82,0,19,23749115#1,1,1,12.94,11,6.54,26.44,462.00,7.70,0.55,196.86,25.55,88.00
1080.00,1140.00,e_rp5_to_rp4,0,112.28,0,11,23749115#2,0,0,37.43,12,13.18,3.13,37.46,3.37,0.24,23.97,2.09,12.00
1140.00,1200.00,e_rp5_to_rp4,0,68.93,0,24,23749115#0,2,2,22.98,23,6.51,1.17,26.80,9.85,0.71,8.08,0.70,0.00
1140.00,1200.00,e_rp5_to_rp4,0,97.84,0,23,23749115#1,6,6,32.61,17,16.20,56.66,1164.42,3.59,0.26,864.94,54.52,197.00
1140.00,1200.00,e_rp5_to_rp4,0,140.45,0,16,23749115#2,0,0,46.82,16,16.61,3.06,46.85,3.65,0.26,29.04,1.91,11.00
1200.00,1260.00,e_rp5_to_rp4,0,75.64,0,19,23749115#0,2,2,25.21,20,7.79,1.51,29.41,7.71,0.56,12.70,0.95,2.00
1200.00,1260.00,e_rp5_to_rp4,0,111.52,0,20,23749115#1,11,11,37.17,17,18.43,71.22,1327.25,2.86,0.21,1052.52,68.96,277.00
1200.00,1260.00,e_rp5_to_rp4,0,111.29,0,19,23749115#2,1,1,37.10,18,11.55,2.06,37.13,5.12,0.37,18.21,1.26,7.00
1260.00,1320.00,e_rp5_to_rp4,0,81.11,0,21,23749115#0,0,0,27.04,20,7.20,1.56,31.53,7.37,0.53,14.92,0.85,0.00
1260.00,1320.00,e_rp5_to_rp4,0,145.52,0,19,23749115#1,9,9,48.51,9,24.08,126.58,1731.87,1.61,0.12,1528.41,121.98,574.00
1260.00,1320.00,e_rp5_to_rp4,0,213.77,0,8,23749115#2,0,0,71.26,9,29.51,7.94,71.31,1.33,0.10,62.52,5.91,37.00
1320.00,1380.00,e_rp5_to_rp4,1,127.92,0,18,23749115#0,2,2,42.64,18,13.06,2.67,49.74,4.31,0.31,33.92,1.66,0.00
1320.00,1380.00,e_rp5_to_rp4,0,147.71,0,19,23749115#1,6,6,49.24,23,24.31,81.56,1757.84,2.49,0.18,1441.36,79.94,176.00
1320.00,1380.00,e_rp5_to_rp4,0,162.30,0,24,23749115#2,0,0,54.10,22,17.61,2.36,54.14,4.50,0.32,29.15,1.54,11.00
1380.00,1440.00,e_rp5_to_rp4,0,101.88,0,18,23749115#0,1,1,33.96,18,11.08,2.20,39.61,5.22,0.38,24.27,1.41,4.00
1380.00,1440.00,e_rp5_to_rp4,0,141.65,0,18,23749115#1,8,8,47.22,24,23.32,87.95,1685.73,2.31,0.17,1398.10,86.82,249.00
1380.00,1440.00,e_rp5_to_rp4,0,276.40,0,23,23749115#2,0,0,92.13,25,25.56,3.82,92.21,2.76,0.20,66.65,2.23,15.00
1440.00,1500.00,e_rp5_to_rp4,0,50.37,0,16,23749115#0,2,2,16.79,16,4.73,1.22,19.58,9.38,0.68,5.80,0.73,0.00
1440.00,1500.00,e_rp5_to_rp4,0,109.54,0,15,23749115#1,7,7,36.51,16,18.07,76.78,1303.61,2.65,0.19,1048.60,75.22,263.00
1440.00,1500.00,e_rp5_to_rp4,0,210.71,0,16,23749115#2,0,0,70.24,15,26.80,4.67,70.29,2.26,0.16,54.40,3.42,24.00
1500.00,1560.00,e_rp5_to_rp4,0,52.20,0,14,23749115#0,1,1,17.40,14,5.24,1.52,20.30,7.53,0.54,8.93,0.93,0.00
1500.00,1560.00,e_rp5_to_rp4,1,104.32,0,15,23749115#1,3,3,34.77,23,17.17,70.91,1241.55,2.87,0.21,975.03,70.12,325.00
1500.00,1560.00,e_rp5_to_rp4,0,171.81,0,24,23749115#2,0,0,57.27,24,17.33,2.34,57.32,4.51,0.32,30.27,1.38,7.00
1560.00,1620.00,e_rp5_to_rp4,0,37.22,0,13,23749115#0,2,2,12.41,13,3.48,1.11,14.47,10.31,0.74,3.33,0.66,0.00
1560.00,1620.00,e_rp5_to_rp4,0,55.69,0,13,23749115#1,3,3,18.56,10,8.92,52.44,662.82,3.88,0.28,470.28,49.40,165.00
1560.00,1620.00,e_rp5_to_rp4,0,175.13,0,9,23749115#2,1,1,58.38,8,25.03,6.86,58.42,1.54,0.11,48.95,5.58,38.00
1620.00,1680.00,e_rp5_to_rp4,0,59.67,0,20,23749115#0,4,4,19.89,20,5.62,1.18,23.20,9.72,0.70,6.60,0.71,0.00
1620.00,1680.00,e_rp5_to_rp4,0,83.95,0,20,23749115#1,7,7,27.98,13,13.74,54.73,999.03,3.72,0.27,725.18,52.89,296.00
1620.00,1680.00,e_rp5_to_rp4,0,276.96,0,14,23749115#2,0,0,92.32,14,39.13,6.60,92.39,1.60,0.12,77.17,5.53,58.00
1680.00,1740.00,e_rp5_to_rp4,0,92.58,0,22,23749115#0,2,2,30.86,22,9.29,1.65,35.99,6.98,0.50,17.69,0.98,1.00
1680.00,1740.00,e_rp5_to_rp4,0,154.63,0,21,23749115#1,9,9,51.54,11,25.59,127.82,1840.21,1.59,0.11,1630.16,125.69,701.00
1680.00,1740.00,e_rp5_to_rp4,0,185.56,0,9,23749115#2,0,0,61.85,11,25.73,6.21,61.90,1.70,0.12,51.15,5.16,35.00
1740.00,1800.00,e_rp5_to_rp4,0,152.95,0,18,23749115#0,1,1,50.98,17,13.93,3.40,59.47,3.38,0.24,44.61,1.86,0.00
1740.00,1800.00,e_rp5_to_rp4,0,176.33,0,18,23749115#1,9,9,58.78,13,29.11,135.00,2098.56,1.51,0.11,1865.21,133.21,611.00
1740.00,1800.00,e_rp5_to_rp4,0,287.94,0,13,23749115#2,0,0,95.98,13,38.57,7.39,96.06,1.43,0.10,82.33,5.98,62.00
1800.00,1860.00,e_rp5_to_rp4,0,124.28,0,17,23749115#0,2,2,41.43,17,12.70,2.84,48.32,4.04,0.29,33.57,1.70,4.00
1800.00,1860.00,e_rp5_to_rp4,0,180.19,0,17,23749115#1,9,9,60.06,20,29.70,121.00,2144.44,1.68,0.12,1877.14,119.57,569.00
1800.00,1860.00,e_rp5_to_rp4,0,231.71,0,20,23749115#2,2,2,77.24,20,27.74,3.86,77.30,2.73,0.20,56.67,2.60,26.00
1860.00,1920.00,e_rp5_to_rp4,0,167.55,0,15,23749115#0,2,2,55.85,16,16.39,4.26,65.15,2.70,0.19,52.80,2.35,2.00
1860.00,1920.00,e_rp5_to_rp4,0,198.32,0,15,23749115#1,9,9,66.11,12,32.65,182.75,2360.15,1.11,0.08,2165.78,179.70,462.00
1860.00,1920.00,e_rp5_to_rp4,0,140.79,0,13,23749115#2,1,1,46.93,13,17.29,3.61,46.97,2.92,0.21,33.42,2.61,15.00
1920.00,1980.00,e_rp5_to_rp4,0,153.33,0,17,23749115#0,2,2,51.11,16,15.13,3.64,59.62,3.16,0.23,46.06,2.16,1.00
1920.00,1980.00,e_rp5_to_rp4,0,182.18,0,16,23749115#1,6,6,60.73,21,30.00,118.41,2168.12,1.72,0.12,1895.40,116.70,388.00
1920.00,1980.00,e_rp5_to_rp4,0,186.07,0,20,23749115#2,2,2,62.02,20,19.79,3.12,62.07,3.39,0.24,39.63,2.04,18.00
1980.00,2040.00,e_rp5_to_rp4,0,141.44,0,15,23749115#0,3,3,47.15,15,14.74,3.58,54.99,3.21,0.23,41.78,2.23,3.00
1980.00,2040.00,e_rp5_to_rp4,0,175.61,0,16,23749115#1,7,7,58.54,11,28.92,141.36,2089.95,1.44,0.10,1870.97,138.67,550.00
1980.00,2040.00,e_rp5_to_rp4,0,221.62,0,12,23749115#2,1,1,73.87,11,30.84,6.54,73.93,1.61,0.12,61.43,5.30,43.00
2040.00,2100.00,e_rp5_to_rp4,0,130.31,0,17,23749115#0,3,3,43.44,17,13.40,3.05,50.66,3.76,0.27,36.81,1.85,6.00
2040.00,2100.00,e_rp5_to_rp4,0,187.66,0,17,23749115#1,6,6,62.55,15,30.95,148.76,2233.35,1.37,0.10,2010.94,147.33,620.00
2040.00,2100.00,e_rp5_to_rp4,0,226.68,0,15,23749115#2,1,1,75.56,15,23.36,4.94,75.62,2.14,0.15,60.55,3.13,23.00
2100.00,2160.00,e_rp5_to_rp4,0,156.36,0,14,23749115#0,2,2,52.12,14,16.32,4.39,60.79,2.61,0.19,49.35,2.68,5.00
2100.00,2160.00,e_rp5_to_rp4,0,193.00,0,14,23749115#1,5,5,64.33,15,31.85,141.98,2296.85,1.43,0.10,2056.98,140.40,575.00
2100.00,2160.00,e_rp5_to_rp4,0,221.70,0,16,23749115#2,1,1,73.90,15,23.15,4.88,73.96,2.16,0.16,57.89,3.26,32.00
2160.00,2220.00,e_rp5_to_rp4,0,156.05,0,11,23749115#0,1,1,52.02,12,17.06,5.35,60.67,2.14,0.15,51.47,3.45,7.00
2160.00,2220.00,e_rp5_to_rp4,0,188.93,0,11,23749115#1,5,5,62.98,15,31.18,169.38,2248.51,1.20,0.09,2052.88,167.97,878.00
2160.00,2220.00,e_rp5_to_rp4,0,216.79,0,15,23749115#2,0,0,72.26,16,27.55,4.59,72.32,2.30,0.17,55.14,3.38,35.00
2220.00,2280.00,e_rp5_to_rp4,0,158.27,0,15,23749115#0,2,2,52.76,14,16.08,4.21,61.54,2.73,0.20,49.71,2.53,4.00
2220.00,2280.00,e_rp5_to_rp4,0,194.95,0,15,23749115#1,7,7,64.98,11,32.20,231.04,2320.13,0.88,0.06,2174.06,229.89,1090.00
2220.00,2280.00,e_rp5_to_rp4,1,247.84,0,10,23749115#2,0,0,82.61,10,36.90,8.38,82.68,1.26,0.09,72.68,7.14,55.00
2280.00,2340.00,e_rp5_to_rp4,0,162.93,0,16,23749115#0,2,2,54.31,16,15.90,3.96,63.35,2.90,0.21,49.59,2.26,0.00
2280.00,2340.00,e_rp5_to_rp4,0,186.19,0,16,23749115#1,5,5,62.06,19,30.59,117.67,2215.85,1.73,0.12,1938.73,115.49,336.00
2280.00,2340.00,e_rp5_to_rp4,0,184.41,0,19,23749115#2,1,1,61.47,18,22.22,3.23,61.52,3.27,0.24,41.19,2.34,22.00
2340.00,2400.00,e_rp5_to_rp4,0,146.12,0,19,23749115#0,2,2,48.71,20,15.13,2.94,56.81,3.90,0.28,41.03,1.76,4.00
2340.00,2400.00,e_rp5_to_rp4,1,154.17,0,20,23749115#1,9,9,51.39,24,25.34,81.21,1834.75,2.50,0.18,1499.28,80.25,196.00
2340.00,2400.00,e_rp5_to_rp4,0,274.22,0,25,23749115#2,0,0,91.41,24,29.30,3.73,91.48,2.83,0.20,65.47,2.23,22.00
2400.00,2460.00,e_rp5_to_rp4,0,99.61,0,11,23749115#0,2,2,33.20,11,12.70,3.52,38.73,3.26,0.23,29.52,2.63,17.00
2400.00,2460.00,e_rp5_to_rp4,0,157.04,0,11,23749115#1,2,2,52.35,15,25.88,163.96,1868.91,1.24,0.09,1705.25,163.19,391.00
2400.00,2460.00,e_rp5_to_rp4,0,283.56,0,15,23749115#2,0,0,94.52,16,34.06,6.23,94.60,1.70,0.12,78.73,4.22,28.00
2460.00,2520.00,e_rp5_to_rp4,0,137.79,0,21,23749115#0,3,3,45.93,20,12.88,2.63,53.57,4.37,0.31,36.91,1.43,0.00
2460.00,2520.00,e_rp5_to_rp4,0,153.17,0,20,23749115#1,6,6,51.06,8,25.23,106.72,1822.90,1.91,0.14,1572.79,104.53,739.49
2460.00,2520.00,e_rp5_to_rp4,0,276.23,0,8,23749115#2,0,0,92.08,9,40.35,10.49,92.15,1.01,0.07,82.80,9.04,63.00
2520.00,2580.00,e_rp5_to_rp4,0,155.75,0,14,23749115#0,1,1,51.92,14,16.87,4.31,60.55,2.66,0.19,48.53,2.89,10.00
2520.00,2580.00,e_rp5_to_rp4,0,180.16,0,14,23749115#1,9,9,60.05,16,29.60,155.67,2144.06,1.31,0.09,1941.32,153.62,748.00
2520.00,2580.00,e_rp5_to_rp4,0,242.37,0,15,23749115#2,0,0,80.79,13,32.08,5.76,80.86,1.83,0.13,66.37,4.13,43.00
2580.00,2640.00,e_rp5_to_rp4,0,165.00,0,15,23749115#0,1,1,55.00,15,15.72,4.40,64.15,2.61,0.19,51.95,2.52,0.00
2580.00,2640.00,e_rp5_to_rp4,0,173.39,0,14,23749115#1,5,5,57.80,18,28.47,123.65,2063.52,1.64,0.12,1817.24,121.01,308.00
2580.00,2640.00,e_rp5_to_rp4,0,203.96,0,19,23749115#2,4,4,67.99,19,23.92,3.58,68.04,2.95,0.21,48.06,2.41,18.00
2640.00,2700.00,e_rp5_to_rp4,0,149.05,0,15,23749115#0,0,0,49.68,15,15.17,3.85,57.95,2.98,0.21,45.32,2.35,3.00
2640.00,2700.00,e_rp5_to_rp4,0,175.97,0,16,23749115#1,7,7,58.66,18,28.93,136.34,2094.28,1.49,0.11,1866.94,134.28,546.00
2640.00,2700.00,e_rp5_to_rp4,0,237.60,0,17,23749115#2,0,0,79.20,19,30.04,4.59,79.26,2.30,0.17,60.39,3.27,32.00
2700.00,2760.00,e_rp5_to_rp4,0,138.11,0,17,23749115#0,0,0,46.04,17,14.64,3.28,53.70,3.50,0.25,40.41,2.01,3.00
2700.00,2760.00,e_rp5_to_rp4,0,170.55,0,16,23749115#1,8,8,56.85,14,28.16,124.29,2029.72,1.64,0.12,1789.57,122.79,650.00
2700.00,2760.00,e_rp5_to_rp4,0,272.83,0,14,23749115#2,0,0,90.94,12,37.89,6.63,91.02,1.59,0.11,76.80,5.50,52.00
2760.00,2820.00,e_rp5_to_rp4,0,136.47,0,16,23749115#0,1,1,45.49,17,12.04,3.09,53.06,3.71,0.27,37.85,1.71,0.00
2760.00,2820.00,e_rp5_to_rp4,0,158.62,0,17,23749115#1,5,5,52.87,22,26.05,94.28,1887.73,2.16,0.16,1585.97,92.70,373.00
2760.00,2820.00,e_rp5_to_rp4,0,210.79,0,22,23749115#2,1,1,70.26,22,25.27,3.20,70.32,3.30,0.24,46.46,2.23,22.00
2820.00,2880.00,e_rp5_to_rp4,0,124.21,0,16,23749115#0,0,0,41.40,16,12.36,3.08,48.29,3.73,0.27,35.49,1.68,0.00
2820.00,2880.00,e_rp5_to_rp4,0,169.18,0,16,23749115#1,5,5,56.39,9,27.86,171.38,2013.45,1.19,0.09,1838.53,168.08,656.00
2820.00,2880.00,e_rp5_to_rp4,0,218.01,0,9,23749115#2,0,0,72.67,11,30.82,7.40,72.73,1.43,0.10,62.34,6.56,46.00
2880.00,2940.00,e_rp5_to_rp4,0,148.93,0,17,23749115#0,2,2,49.64,17,15.30,3.40,57.90,3.38,0.24,43.43,2.02,4.00
2880.00,2940.00,e_rp5_to_rp4,0,162.96,0,17,23749115#1,5,5,54.32,19,26.83,104.41,1939.35,1.95,0.14,1662.49,103.06,467.00
2880.00,2940.00,e_rp5_to_rp4,0,225.75,0,20,23749115#2,1,1,75.25,19,28.36,3.95,75.31,2.68,0.19,54.08,2.87,34.00
2940.00,3000.00,e_rp5_to_rp4,0,150.42,0,15,23749115#0,1,1,50.14,15,15.35,3.90,58.48,2.95,0.21,46.44,2.34,3.00
2940.00,3000.00,e_rp5_to_rp4,0,163.57,0,16,23749115#1,7,7,54.52,17,26.89,115.93,1946.63,1.75,0.13,1698.45,113.42,320.00
2940.00,3000.00,e_rp5_to_rp4,0,189.52,0,17,23749115#2,1,1,63.17,16,21.01,3.80,63.22,2.78,0.20,46.09,2.55,19.00
3000.00,3060.00,e_rp5_to_rp4,0,158.98,0,17,23749115#0,1,1,52.99,16,14.90,3.79,61.81,3.03,0.22,48.15,2.15,0.00
3000.00,3060.00,e_rp5_to_rp4,0,171.22,0,16,23749115#1,8,8,57.07,11,28.25,148.10,2037.69,1.37,0.10,1838.42,146.28,570.00
3000.00,3060.00,e_rp5_to_rp4,0,300.48,0,11,23749115#2,1,1,100.16,11,38.20,8.75,100.24,1.21,0.09,86.97,6.84,58.00
3060.00,3120.00,e_rp5_to_rp4,0,172.91,0,11,23749115#0,1,1,57.64,11,17.74,6.09,67.23,1.88,0.14,57.97,3.69,6.00
3060.00,3120.00,e_rp5_to_rp4,0,175.02,0,10,23749115#1,10,10,58.34,13,28.81,186.82,2082.96,1.09,0.08,1918.50,185.41,552.00
3060.00,3120.00,e_rp5_to_rp4,0,202.51,0,12,23749115#2,0,0,67.50,12,27.32,5.63,67.56,1.88,0.14,55.14,4.34,32.00
3120.00,3180.00,e_rp5_to_rp4,0,156.85,1,13,23749115#0,2,2,52.28,15,16.16,4.40,60.99,2.61,0.19,49.73,2.58,3.00
3120.00,3180.00,e_rp5_to_rp4,0,183.71,0,16,23749115#1,7,7,61.24,13,30.07,170.44,2186.38,1.19,0.09,1999.38,166.74,552.00
3120.00,3180.00,e_rp5_to_rp4,0,221.82,0,13,23749115#2,2,2,73.94,15,28.68,5.30,74.00,1.99,0.14,60.08,4.09,34.00
3180.00,3240.00,e_rp5_to_rp4,1,156.80,0,9,23749115#0,3,3,52.27,7,20.27,7.69,60.96,1.49,0.11,54.06,5.53,22.00
3180.00,3240.00,e_rp5_to_rp4,0,185.62,0,7,23749115#1,5,5,61.87,5,30.48,306.23,2209.05,0.66,0.05,2103.88,299.51,1608.00
3180.00,3240.00,e_rp5_to_rp4,0,110.39,0,5,23749115#2,0,0,36.80,4,16.71,8.15,36.83,1.30,0.09,32.32,6.82,29.00
3240.00,3300.00,e_rp5_to_rp4,0,158.44,0,7,23749115#0,3,3,52.81,7,22.65,8.55,61.60,1.34,0.10,55.30,7.12,36.00
3240.00,3300.00,e_rp5_to_rp4,0,212.47,0,7,23749115#1,3,3,70.82,2,34.43,586.89,2528.57,0.35,0.02,2462.65,561.35,2056.00
3240.00,3300.00,e_rp5_to_rp4,0,252.81,0,3,23749115#2,0,0,84.27,4,40.33,30.08,84.34,0.35,0.03,81.44,26.47,75.00
3300.00,3360.00,e_rp5_to_rp4,0,160.80,0,11,23749115#0,3,3,53.60,11,20.13,5.68,62.52,2.02,0.15,53.24,4.17,21.00
3300.00,3360.00,e_rp5_to_rp4,0,216.51,0,11,23749115#1,3,3,72.17,15,35.60,228.98,2576.69,0.89,0.06,2408.91,227.08,799.00
3300.00,3360.00,e_rp5_to_rp4,0,239.55,0,14,23749115#2,1,1,79.85,13,29.05,5.82,79.91,1.81,0.13,65.59,3.89,24.00
3360.00,3420.00,e_rp5_to_rp4,0,166.93,0,13,23749115#0,4,4,55.64,13,17.97,5.10,64.90,2.25,0.16,54.18,3.37,12.00
3360.00,3420.00,e_rp5_to_rp4,0,199.78,0,12,23749115#1,6,6,66.59,15,32.99,187.01,2377.60,1.09,0.08,2185.50,186.27,726.00
3360.00,3420.00,e_rp5_to_rp4,0,250.95,0,15,23749115#2,0,0,83.65,16,34.54,5.25,83.72,2.01,0.14,67.27,4.37,45.00
