interval_begin,interval_end,interval_haltingDurationSum,interval_id,interval_intervalHaltingDurationSum,interval_jamLengthInMetersSum,interval_jamLengthInVehiclesSum,interval_maxHaltingDuration,interval_maxIntervalHaltingDuration,interval_maxJamLengthInMeters,interval_maxJamLengthInVehicles,interval_maxOccupancy,interval_maxVehicleNumber,interval_meanHaltingDuration,interval_meanIntervalHaltingDuration,interval_meanMaxJamLengthInMeters,interval_meanMaxJamLengthInVehicles,interval_meanOccupancy,interval_meanSpeed,interval_meanTimeLoss,interval_meanVehicleNumber,interval_nVehEntered,interval_nVehLeft,interval_nVehSeen,interval_sampledSeconds,interval_startedHalts
3240.00,3300.00,11.00,z_rp2_to_rp3_1,11.00,25.00,5,2.00,2.00,5.00,1,9.71,6,1.83,1.83,0.42,0.08,6.39,10.30,2.44,3.57,18,18,20,201.13,6.00
3240.00,3300.00,0.00,z_rp2_to_rp3_2,0.00,0.00,0,0.00,0.00,0.00,0,7.77,4,0.00,0.00,0.00,0.00,5.50,12.14,1.65,3.00,9,8,11,176.02,0.00
3300.00,3360.00,0.00,z_rp2_to_rp3_1,0.00,0.00,0,0.00,0.00,0.00,0,11.65,7,0.00,0.00,0.00,0.00,7.10,12.10,1.03,3.92,21,18,23,220.97,0.00
3300.00,3360.00,5.00,z_rp2_to_rp3_2,5.00,10.00,2,2.00,2.00,5.00,1,7.77,4,1.67,1.67,0.17,0.03,5.29,10.56,2.47,2.92,11,12,14,169.76,3.00
3360.00,3420.00,0.00,z_rp2_to_rp3_1,0.00,0.00,0,0.00,0.00,0.00,0,11.06,6,0.00,0.00,0.00,0.00,5.65,12.41,0.96,3.22,17,17,22,178.81,0.00
3360.00,3420.00,1.00,z_rp2_to_rp3_2,1.00,0.00,0,1.00,1.00,0.00,0,7.77,4,1.00,1.00,0.00,0.00,4.73,11.67,1.96,2.60,8,9,10,152.02,1.00
3420.00,3480.00,7.00,z_rp2_to_rp3_1,7.00,10.00,2,2.00,2.00,5.00,1,9.71,6,1.40,1.40,0.17,0.03,4.66,9.90,1.99,2.65,14,18,19,148.71,5.00
3420.00,3480.00,7.00,z_rp2_to_rp3_2,7.00,37.52,7,4.00,4.00,12.52,2,9.72,5,3.50,3.50,0.63,0.12,4.82,11.20,2.64,2.63,10,9,11,154.72,3.00
3480.00,3540.00,1.00,z_rp2_to_rp3_1,1.00,0.00,0,1.00,1.00,0.00,0,11.65,6,1.00,1.00,0.00,0.00,5.05,11.73,1.36,2.77,14,11,15,156.15,1.00
3480.00,3540.00,1.00,z_rp2_to_rp3_2,1.00,0.00,0,1.00,1.00,0.00,0,5.83,4,1.00,1.00,0.00,0.00,3.97,12.47,1.54,2.18,6,6,8,127.26,1.00
3540.00,3600.00,0.00,z_rp2_to_rp3_1,0.00,15.00,3,0.00,0.00,5.00,1,9.71,5,0.00,0.00,0.25,0.05,5.53,10.95,1.16,3.12,22,22,26,173.96,2.00
3540.00,3600.00,7.00,z_rp2_to_rp3_2,6.00,15.00,3,3.00,2.00,5.00,1,7.77,4,1.75,1.50,0.25,0.05,5.86,11.32,1.90,3.22,15,14,17,188.62,3.00
3600.00,3660.00,7.00,z_rp2_to_rp3_1,7.00,15.00,3,2.00,2.00,5.00,1,11.65,6,1.75,1.75,0.25,0.05,6.16,10.41,2.30,3.43,15,17,19,195.67,4.00
3600.00,3660.00,23.00,z_rp2_to_rp3_2,20.00,139.26,18,11.00,9.00,16.16,2,7.77,4,5.75,5.00,2.32,0.30,4.87,10.05,4.21,2.68,7,9,10,156.51,2.00
