interval_begin,interval_end,interval_haltingDurationSum,interval_id,interval_intervalHaltingDurationSum,interval_jamLengthInMetersSum,interval_jamLengthInVehiclesSum,interval_maxHaltingDuration,interval_maxIntervalHaltingDuration,interval_maxJamLengthInMeters,interval_maxJamLengthInVehicles,interval_maxOccupancy,interval_maxVehicleNumber,interval_meanHaltingDuration,interval_meanIntervalHaltingDuration,interval_meanMaxJamLengthInMeters,interval_meanMaxJamLengthInVehicles,interval_meanOccupancy,interval_meanSpeed,interval_meanTimeLoss,interval_meanVehicleNumber,interval_nVehEntered,interval_nVehLeft,interval_nVehSeen,interval_sampledSeconds,interval_startedHalts
1440.00,1500.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,3.38,7,0.00,0.00,0.00,0.00,1.74,18.06,1.33,3.77,8,10,13,222.00,0.00
1500.00,1560.00,4441.00,z_r2ps_to_ach1_mgp,2302.00,20692.80,2162,111.00,60.00,584.31,44,20.05,61,24.81,12.86,294.75,29.08,18.95,3.67,36.58,57.50,22,18,74,3442.51,142.00
1500.00,1560.00,3638.00,z_sl_rp1_to_ach1_mgp,1440.00,10265.05,1349,139.00,39.00,186.97,21,57.89,45,26.36,10.43,112.19,14.28,47.81,1.84,30.39,37.53,16,24,61,2241.11,108.00
1500.00,1560.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,3.38,7,0.00,0.00,0.00,0.00,2.39,18.30,0.82,5.03,14,11,17,300.02,0.00
1560.00,1620.00,3358.00,z_r2ps_to_ach1_mgp,2563.00,19313.87,2421,92.00,60.00,488.78,45,22.30,68,18.55,14.16,277.47,34.40,20.16,2.70,35.46,61.03,29,18,85,3654.47,142.00
1560.00,1620.00,1932.00,z_sl_rp1_to_ach1_mgp,1351.00,9313.47,1263,93.00,60.00,154.33,19,48.66,38,16.66,11.65,122.27,16.60,46.06,1.98,29.72,36.22,22,26,59,2161.40,92.00
1560.00,1620.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,3.86,8,0.00,0.00,0.00,0.00,2.14,18.59,0.99,4.57,9,11,15,270.42,0.00
1620.00,1680.00,3192.00,z_r2ps_to_ach1_mgp,1698.00,10862.29,1466,68.00,44.00,268.63,36,24.62,74,11.65,6.20,141.41,18.68,23.69,6.03,29.46,71.67,26,20,93,4293.25,236.00
1620.00,1680.00,1803.00,z_sl_rp1_to_ach1_mgp,1090.00,6682.75,916,100.00,31.00,115.93,15,47.86,37,9.59,5.80,61.06,8.18,43.25,2.22,30.50,33.82,20,16,53,2018.05,176.00
1620.00,1680.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,3.86,8,0.00,0.00,0.00,0.00,2.56,19.68,0.90,5.43,12,11,16,323.71,0.00
1680.00,1740.00,2001.00,z_r2ps_to_ach1_mgp,1890.00,10737.41,1419,19.00,19.00,151.56,18,25.62,77,4.06,3.83,86.73,10.67,24.80,4.86,33.50,74.95,23,19,96,4491.74,472.00
1680.00,1740.00,1946.00,z_sl_rp1_to_ach1_mgp,1599.00,11456.43,1492,91.00,60.00,240.88,29,53.75,42,14.74,12.11,138.90,17.82,49.20,1.35,38.11,38.32,15,16,52,2289.90,113.00
1680.00,1740.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,7.24,15,0.00,0.00,0.00,0.00,4.01,18.38,1.29,8.48,19,15,24,504.50,0.00
1740.00,1800.00,2646.00,z_r2ps_to_ach1_mgp,2489.00,15785.74,2024,25.00,25.00,209.62,23,26.19,79,5.07,4.77,106.94,12.78,25.13,3.34,36.78,76.10,21,24,98,4558.10,483.00
1740.00,1800.00,3014.00,z_sl_rp1_to_ach1_mgp,1749.00,12474.77,1649,151.00,60.00,242.05,30,55.61,44,21.84,12.67,139.74,18.62,51.60,1.14,39.78,40.30,18,15,54,2408.15,117.00
1740.00,1800.00,36.00,z_r2ps_to_sl_rp1,36.00,198.75,33,19.00,19.00,20.18,3,4.35,9,12.00,12.00,3.31,0.55,2.39,15.11,3.32,5.08,11,11,20,301.16,3.00
1800.00,1860.00,3208.00,z_r2ps_to_ach1_mgp,2850.00,20582.99,2543,85.00,60.00,479.44,46,25.43,76,9.27,8.24,290.60,35.02,24.42,2.84,40.58,73.75,15,15,89,4417.67,314.00
1800.00,1860.00,3870.00,z_sl_rp1_to_ach1_mgp,1606.00,11308.73,1497,211.00,60.00,266.03,32,52.62,42,28.67,11.90,153.50,20.25,50.80,1.41,37.20,40.00,16,16,55,2391.08,113.00
1800.00,1860.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,4.35,9,0.00,0.00,0.00,0.00,2.97,18.60,1.38,6.30,7,12,16,374.00,0.00
1860.00,1920.00,5822.00,z_r2ps_to_ach1_mgp,3431.00,30188.85,3295,145.00,60.00,652.51,58,25.68,78,29.26,17.24,469.20,50.23,24.23,2.08,40.72,73.35,19,21,93,4393.46,144.00
1860.00,1920.00,4950.00,z_sl_rp1_to_ach1_mgp,1610.00,11344.20,1520,271.00,60.00,240.33,30,55.11,43,42.67,13.88,139.76,18.88,50.10,1.51,35.13,39.47,18,23,57,2355.42,95.00
1860.00,1920.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,3.38,7,0.00,0.00,0.00,0.00,2.26,19.04,0.95,4.73,10,9,14,283.29,0.00
1920.00,1980.00,8539.00,z_r2ps_to_ach1_mgp,3264.00,24172.38,3190,174.00,60.00,675.61,57,25.53,77,60.99,23.31,379.52,49.77,24.11,2.53,39.47,72.95,21,19,93,4370.75,83.00
1920.00,1980.00,5319.00,z_sl_rp1_to_ach1_mgp,1160.00,7673.95,1051,279.00,31.00,163.17,20,47.55,37,39.40,8.59,96.77,12.92,44.00,2.53,27.48,34.60,24,21,58,2065.77,116.00
1920.00,1980.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,1.93,5,0.00,0.00,0.00,0.00,1.13,18.55,0.58,2.45,4,6,9,143.68,0.00
1980.00,2040.00,4948.00,z_r2ps_to_ach1_mgp,1316.00,7940.74,1096,173.00,39.00,233.49,31,24.85,76,19.10,5.08,108.55,14.55,23.21,5.78,29.91,70.35,17,23,91,4210.67,223.00
1980.00,2040.00,1522.00,z_sl_rp1_to_ach1_mgp,1397.00,9058.35,1242,63.00,60.00,155.75,20,53.12,42,8.32,7.63,119.38,15.97,48.79,1.78,31.53,38.47,23,25,60,2286.58,161.00
1980.00,2040.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,2.90,6,0.00,0.00,0.00,0.00,1.47,18.81,0.90,3.12,10,7,13,185.60,0.00
2040.00,2100.00,2210.00,z_r2ps_to_ach1_mgp,2164.00,15844.72,1954,61.00,60.00,531.75,51,23.96,72,9.09,8.90,192.76,22.93,22.97,3.74,37.26,69.42,18,17,86,4160.19,228.00
2040.00,2100.00,2415.00,z_sl_rp1_to_ach1_mgp,1442.00,10124.45,1368,119.00,60.00,150.25,20,51.72,40,21.95,13.11,119.48,16.07,47.52,1.88,32.80,37.22,21,17,56,2221.88,91.00
2040.00,2100.00,50.00,z_r2ps_to_sl_rp1,50.00,295.06,48,27.00,27.00,12.53,2,3.86,8,25.00,25.00,4.92,0.80,2.12,14.82,4.83,4.42,8,6,14,264.30,2.00
2100.00,2160.00,3810.00,z_r2ps_to_ach1_mgp,2398.00,17792.82,2168,72.00,57.00,523.95,50,22.76,70,12.45,7.84,216.09,24.87,22.02,3.11,37.51,66.73,16,18,85,3999.83,256.00
2100.00,2160.00,2695.00,z_sl_rp1_to_ach1_mgp,1597.00,11101.53,1467,122.00,43.00,191.83,23,53.69,42,16.74,9.92,125.50,16.15,49.63,1.52,35.58,39.05,17,18,56,2334.33,135.00
2100.00,2160.00,184.00,z_r2ps_to_sl_rp1,134.00,936.02,135,53.00,32.00,36.41,5,4.83,10,36.80,26.80,15.60,2.25,3.41,12.14,11.36,7.22,7,11,15,429.72,4.00
2160.00,2220.00,3224.00,z_r2ps_to_ach1_mgp,2863.00,26950.87,2702,77.00,60.00,585.12,49,23.43,70,15.96,14.17,389.21,37.07,22.56,2.71,40.45,67.77,17,15,84,4061.43,170.00
2160.00,2220.00,2364.00,z_sl_rp1_to_ach1_mgp,1746.00,12550.11,1651,102.00,60.00,240.89,29,53.41,42,18.91,13.97,146.54,19.35,51.07,1.43,37.60,40.17,17,15,55,2399.84,102.00
2160.00,2220.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,3.86,8,0.00,0.00,0.00,0.00,2.51,18.36,1.15,5.28,13,12,17,314.83,0.00
2220.00,2280.00,5190.00,z_r2ps_to_ach1_mgp,3009.00,24972.68,2887,98.00,60.00,638.59,54,23.43,71,26.75,15.51,350.54,39.48,22.64,2.59,36.26,68.17,25,24,94,4081.04,139.00
2220.00,2280.00,3156.00,z_sl_rp1_to_ach1_mgp,1551.00,10902.24,1432,143.00,60.00,171.14,21,51.22,40,20.63,10.14,116.67,15.27,48.36,1.59,31.20,38.00,22,23,62,2270.01,128.00
2220.00,2280.00,0.00,z_r2ps_to_sl_rp1,0.00,0.00,0,0.00,0.00,0.00,0,3.86,8,0.00,0.00,0.00,0.00,2.65,18.54,1.15,5.62,11,11,16,334.36,0.00
2280.00,2340.00,4894.00,z_r2ps_to_ach1_mgp,3328.00,28178.38,3111,97.00,60.00,644.57,55,26.31,79,16.70,11.36,329.91,33.60,24.56,2.47,39.95,73.75,24,20,94,4419.47,248.00
2280.00,2340.00,2162.00,z_sl_rp1_to_ach1_mgp,1539.00,11119.05,1486,203.00,60.00,201.74,25,51.22,40,20.79,14.80,141.06,18.85,48.29,1.55,32.67,38.02,20,23,59,2273.50,82.00
